ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1778662	7.20e-01	6.04e-01	0.522313	-6.176947	0.2092667	DIP2A
ILMN_1764414	7.20e-01	6.04e-01	-0.522171	-6.17702	-0.2312	SOS2
ILMN_1743208	7.20e-01	6.04e-01	-0.522164	-6.177024	-0.19675	NEDD1
ILMN_1660775	7.20e-01	6.04e-01	-0.521915	-6.177151	-0.1470708	LOC650152
ILMN_1711862	7.20e-01	6.04e-01	-0.521908	-6.177155	-0.2176208	RNF7
ILMN_1787595	7.20e-01	6.04e-01	-0.521883	-6.177168	-0.1771458	B3GALNT1
ILMN_1666385	7.20e-01	6.05e-01	0.521826	-6.177197	0.1721	CALM3
ILMN_1712161	7.20e-01	6.05e-01	0.521826	-6.177197	0.2130667	BCOR
ILMN_1768197	7.20e-01	6.05e-01	0.521794	-6.177214	0.2002208	ROD1
ILMN_1668065	7.20e-01	6.05e-01	0.521547	-6.17734	0.1714708	RBED1
ILMN_1749001	7.20e-01	6.05e-01	0.521475	-6.177377	0.2043958	ABCA5
ILMN_1795836	7.20e-01	6.05e-01	-0.52128	-6.177478	-0.20535	C21orf57
ILMN_1739943	7.21e-01	6.05e-01	0.521079	-6.177581	0.25325	SBNO1
ILMN_1673119	7.21e-01	6.05e-01	0.520749	-6.17775	0.1615042	AFF1
ILMN_1657144	7.21e-01	6.05e-01	-0.520671	-6.17779	-0.2017083	C1orf69
ILMN_1768097	7.21e-01	6.05e-01	-0.520515	-6.17787	-0.2262083	RPGR
ILMN_1741260	7.21e-01	6.05e-01	0.520514	-6.17787	0.2291625	MDN1
ILMN_2140799	7.21e-01	6.06e-01	0.520312	-6.177974	0.2710833	FAM24B
ILMN_2394571	7.21e-01	6.06e-01	0.519878	-6.178196	0.1558583	FBXW11
ILMN_1713599	7.22e-01	6.06e-01	0.519685	-6.178294	0.1909417	DYRK1A
ILMN_1673604	7.22e-01	6.06e-01	-0.51966	-6.178307	-0.2408708	YIPF3
ILMN_1729287	7.22e-01	6.06e-01	0.519427	-6.178426	0.2313375	NMUR1
ILMN_1744665	7.22e-01	6.06e-01	-0.519283	-6.1785	-0.2452625	EP300
ILMN_1759012	7.22e-01	6.06e-01	-0.519183	-6.178551	-0.2670083	PPP1R1B
ILMN_1797001	7.22e-01	6.06e-01	0.519121	-6.178583	0.1368958	DDX58
ILMN_1732374	7.22e-01	6.07e-01	0.518933	-6.178679	0.1673667	C17orf41
ILMN_1732251	7.22e-01	6.07e-01	0.518928	-6.178681	0.1591542	OR10G9
ILMN_1682399	7.22e-01	6.07e-01	0.518869	-6.178711	0.1433708	CLOCK
ILMN_1741462	7.22e-01	6.07e-01	-0.51877	-6.178762	-0.1765333	FAHD1
ILMN_1781638	7.22e-01	6.07e-01	-0.518656	-6.17882	-0.2535292	HDDC3
ILMN_1747962	7.22e-01	6.07e-01	0.518632	-6.178833	0.1675292	UTS2R
ILMN_1800246	7.22e-01	6.07e-01	-0.518452	-6.178924	-0.1685667	FLJ35409
ILMN_1806312	7.22e-01	6.07e-01	-0.518379	-6.178962	-0.2325625	C20orf30
ILMN_1729060	7.22e-01	6.07e-01	-0.518258	-6.179023	-0.1907833	LOC730347
ILMN_1811289	7.22e-01	6.07e-01	-0.518071	-6.179119	-0.2140625	COL4A6
ILMN_3307892	7.22e-01	6.07e-01	-0.51803	-6.179139	-0.2466458	PARVA
ILMN_1682255	7.22e-01	6.07e-01	0.517926	-6.179192	0.2444083	C14orf183
ILMN_2112128	7.22e-01	6.07e-01	-0.51792	-6.179196	-0.2139875	MAPK4
ILMN_1736888	7.23e-01	6.07e-01	-0.517774	-6.17927	-0.2320958	SAR1B
ILMN_1684758	7.23e-01	6.07e-01	0.517761	-6.179276	0.2918042	ETFB
ILMN_1726839	7.23e-01	6.07e-01	-0.517744	-6.179285	-0.1561833	DCUN1D5
ILMN_1746832	7.23e-01	6.07e-01	0.517588	-6.179365	0.2421875	CEP290
ILMN_1691736	7.23e-01	6.08e-01	-0.5175	-6.17941	-0.236075	ST6GALNAC6
ILMN_1753903	7.23e-01	6.08e-01	0.517447	-6.179437	0.1852208	C1GALT1C1
ILMN_1689097	7.23e-01	6.08e-01	-0.517424	-6.179448	-0.2255667	NAT5
ILMN_2199554	7.23e-01	6.08e-01	-0.517383	-6.179469	-0.1304667	LOC388692
ILMN_1795991	7.23e-01	6.08e-01	-0.517366	-6.179478	-0.2089667	C22orf28
ILMN_1731717	7.23e-01	6.08e-01	-0.517329	-6.179497	-0.2439875	OR10G8
ILMN_1797318	7.23e-01	6.08e-01	-0.517262	-6.179531	-0.2418208	HSPA14
ILMN_1693136	7.23e-01	6.08e-01	0.517246	-6.179539	0.1473292	VTI1B
ILMN_1750102	7.23e-01	6.08e-01	0.517068	-6.179629	0.2066958	EME1
ILMN_1735155	7.23e-01	6.08e-01	-0.517017	-6.179656	-0.2283833	GLB1
ILMN_3236838	7.23e-01	6.08e-01	0.516879	-6.179726	0.2039958	JMJD7
ILMN_1803452	7.23e-01	6.08e-01	0.516837	-6.179747	0.2471542	CRCT1
ILMN_1784031	7.23e-01	6.08e-01	0.516477	-6.17993	0.2208958	TIMM44
ILMN_2336595	7.23e-01	6.08e-01	0.516467	-6.179935	0.140875	ACSS2
ILMN_1712128	7.23e-01	6.08e-01	-0.516464	-6.179937	-0.1472417	LRRC8B
ILMN_1688831	7.23e-01	6.08e-01	-0.516203	-6.180069	-0.1687667	SYT7
ILMN_3235912	7.24e-01	6.09e-01	0.515853	-6.180247	0.2321292	C7orf38
ILMN_1806483	7.24e-01	6.09e-01	-0.515735	-6.180307	-0.1732208	ZWILCH
ILMN_1751079	7.24e-01	6.09e-01	-0.515608	-6.180371	-0.2580417	TAP1
ILMN_1703487	7.24e-01	6.09e-01	-0.515475	-6.180439	-0.2390167	LMO4
ILMN_2367530	7.24e-01	6.09e-01	0.515425	-6.180464	0.1895083	ZNF280D
ILMN_1689800	7.24e-01	6.09e-01	-0.515075	-6.180642	-0.223225	MRTO4
ILMN_2068122	7.24e-01	6.09e-01	-0.514985	-6.180688	-0.1454125	TMEM65
ILMN_1724367	7.24e-01	6.09e-01	0.514966	-6.180697	0.1947083	NDUFB1
ILMN_2120247	7.24e-01	6.09e-01	-0.514928	-6.180716	-0.2406708	SLC2A10
ILMN_1815552	7.24e-01	6.09e-01	-0.514903	-6.180729	-0.1543208	NTAN1
ILMN_1756685	7.24e-01	6.09e-01	0.514678	-6.180843	0.2484708	DEPDC6
ILMN_1770052	7.24e-01	6.10e-01	-0.5145	-6.180933	-0.2040583	ATP2A1
ILMN_1751561	7.24e-01	6.10e-01	-0.514371	-6.180999	-0.1778792	CAMK1D
ILMN_1725680	7.25e-01	6.10e-01	-0.514184	-6.181093	-0.1343167	LRRC1
ILMN_1691237	7.25e-01	6.10e-01	0.514109	-6.181131	0.1776083	CAP2
ILMN_1806951	7.25e-01	6.10e-01	-0.514003	-6.181185	-0.2057167	CSTF3
ILMN_1804743	7.25e-01	6.10e-01	0.513977	-6.181198	0.1926125	USP32
ILMN_1805725	7.25e-01	6.10e-01	0.513728	-6.181324	0.165175	B4GALNT1
ILMN_1715908	7.25e-01	6.10e-01	-0.513396	-6.181491	-0.189225	NCAPH2
ILMN_1761939	7.25e-01	6.10e-01	-0.513395	-6.181492	-0.1832333	TIPIN
ILMN_1664912	7.25e-01	6.10e-01	-0.51339	-6.181495	-0.2297917	IL11RA
ILMN_2059452	7.25e-01	6.10e-01	0.513358	-6.181511	0.1578917	SLC12A2
ILMN_1762741	7.25e-01	6.10e-01	0.513357	-6.181511	0.1408708	GTDC1
ILMN_2098726	7.25e-01	6.11e-01	-0.513102	-6.18164	-0.2032583	LOC440350
ILMN_2396948	7.25e-01	6.11e-01	0.513064	-6.181659	0.1368333	PSMC3IP
ILMN_1714424	7.25e-01	6.11e-01	0.513	-6.181692	0.1715042	PTCD3
ILMN_3234124	7.25e-01	6.11e-01	0.512872	-6.181756	0.2095833	C17orf101
ILMN_1753457	7.25e-01	6.11e-01	-0.512818	-6.181784	-0.2639625	PKP3
ILMN_2150402	7.25e-01	6.11e-01	0.5128	-6.181793	0.1437375	TMEM64
ILMN_1663195	7.25e-01	6.11e-01	0.51276	-6.181813	0.2039083	MCM7
ILMN_1680251	7.25e-01	6.11e-01	0.512716	-6.181835	0.2544875	SORCS1
ILMN_1704629	7.25e-01	6.11e-01	-0.512555	-6.181916	-0.2358083	SLC1A7
ILMN_1746494	7.26e-01	6.11e-01	0.5123	-6.182045	0.1720292	FNTA
ILMN_3238972	7.26e-01	6.11e-01	0.512166	-6.182112	0.2221167	SNORD123
ILMN_1658759	7.26e-01	6.11e-01	-0.51214	-6.182126	-0.1863292	PEX19
ILMN_2343278	7.26e-01	6.11e-01	0.512116	-6.182138	0.2198917	PPAP2A
ILMN_1711452	7.26e-01	6.11e-01	-0.511889	-6.182252	-0.1974333	UEVLD
ILMN_2351930	7.26e-01	6.11e-01	-0.511783	-6.182305	-0.246625	TRIM33
ILMN_1662070	7.26e-01	6.11e-01	0.51174	-6.182327	0.1517708	HTR3A
ILMN_1708537	7.26e-01	6.12e-01	-0.511623	-6.182386	-0.2369208	RBPJ
ILMN_3236900	7.26e-01	6.12e-01	0.511478	-6.182459	0.1548625	TMEM72
ILMN_1788203	7.26e-01	6.12e-01	0.511291	-6.182553	0.2087333	HEY1
ILMN_1691848	7.26e-01	6.12e-01	0.511209	-6.182594	0.1752833	LIX1
ILMN_1735548	7.26e-01	6.12e-01	0.511099	-6.18265	0.2009333	HIVEP1
ILMN_1789112	7.26e-01	6.12e-01	-0.511	-6.182699	-0.2563292	TMEM145
ILMN_1661695	7.26e-01	6.12e-01	0.510954	-6.182723	0.2470875	IRAK3
ILMN_2128967	7.27e-01	6.12e-01	0.510589	-6.182906	0.2230708	C11orf1
ILMN_1710410	7.27e-01	6.12e-01	-0.510567	-6.182917	-0.2337125	LOC730413
ILMN_1691926	7.27e-01	6.12e-01	0.510407	-6.182997	0.2171	HADH2
ILMN_2406892	7.27e-01	6.12e-01	-0.510339	-6.183032	-0.2049417	C19orf2
ILMN_1724096	7.27e-01	6.13e-01	0.51021	-6.183097	0.1732167	TNK1
ILMN_1714067	7.27e-01	6.13e-01	-0.510196	-6.183104	-0.2225333	NTRK2
ILMN_1790575	7.27e-01	6.13e-01	-0.509941	-6.183232	-0.2103167	METTL13
ILMN_1668876	7.27e-01	6.13e-01	0.509924	-6.18324	0.2606875	HECTD2
ILMN_1786920	7.27e-01	6.13e-01	0.509872	-6.183266	0.2074917	JARID1A
ILMN_1665622	7.27e-01	6.13e-01	-0.509829	-6.183288	-0.1969792	WDR5B
ILMN_1761531	7.27e-01	6.13e-01	0.509829	-6.183288	0.2144958	SGPL1
ILMN_1667037	7.27e-01	6.13e-01	0.509794	-6.183305	0.1578042	MFSD4
ILMN_1807003	7.27e-01	6.13e-01	-0.50976	-6.183322	-0.186375	ANXA11
ILMN_1653134	7.27e-01	6.13e-01	-0.509524	-6.183441	-0.1675333	TMEM188
ILMN_1726591	7.27e-01	6.13e-01	0.509324	-6.183541	0.1628333	CARD16
ILMN_1741477	7.27e-01	6.13e-01	-0.509075	-6.183666	-0.20545	SMAD4
ILMN_1735108	7.27e-01	6.13e-01	-0.508925	-6.183741	-0.187125	ANKS6
ILMN_2173291	7.27e-01	6.13e-01	-0.508919	-6.183744	-0.2211667	CYP4B1
ILMN_1724863	7.27e-01	6.13e-01	0.508902	-6.183753	0.1503458	TICAM1
ILMN_2364174	7.27e-01	6.14e-01	0.508818	-6.183795	0.1760458	CSNK1A1
ILMN_3235239	7.27e-01	6.14e-01	0.508754	-6.183827	0.1661958	LOC100128003
ILMN_2282019	7.27e-01	6.14e-01	0.508753	-6.183827	0.1604	SYN3
ILMN_1685176	7.27e-01	6.14e-01	-0.508669	-6.183869	-0.2047667	SGMS2
ILMN_1656670	7.28e-01	6.14e-01	0.508524	-6.183942	0.2644625	HLA-G
ILMN_1728132	7.28e-01	6.14e-01	0.508346	-6.184031	0.1861083	LDHB
ILMN_1664773	7.28e-01	6.14e-01	-0.508194	-6.184107	-0.2387667	C11orf49
ILMN_1690049	7.28e-01	6.14e-01	0.50816	-6.184124	0.1476167	NGDN
ILMN_1679093	7.28e-01	6.14e-01	0.508057	-6.184175	0.1739125	ZNF581
ILMN_2355586	7.28e-01	6.14e-01	0.508014	-6.184197	0.1788375	ATRN
ILMN_1662091	7.28e-01	6.14e-01	0.507921	-6.184244	0.1580792	FLJ43860
ILMN_2393497	7.28e-01	6.14e-01	-0.507863	-6.184273	-0.2514333	ATXN3
ILMN_1711328	7.28e-01	6.14e-01	-0.507815	-6.184296	-0.2331667	EPHA10
ILMN_1754757	7.28e-01	6.14e-01	0.507801	-6.184304	0.2427958	SCNN1D
ILMN_2202368	7.28e-01	6.14e-01	0.507774	-6.184317	0.1658667	RBMY2EP
ILMN_2043265	7.28e-01	6.14e-01	-0.507759	-6.184325	-0.1778458	ZFP106
ILMN_1700001	7.28e-01	6.14e-01	-0.507458	-6.184475	-0.1634958	TCTA
ILMN_2363988	7.28e-01	6.15e-01	0.507406	-6.184501	0.1579458	GSG1
ILMN_2402972	7.28e-01	6.15e-01	0.507067	-6.18467	0.1954667	GGA3
ILMN_1805930	7.28e-01	6.15e-01	-0.506973	-6.184717	-0.2245125	CSF1
ILMN_1691090	7.28e-01	6.15e-01	0.5069	-6.184753	0.2495917	MPV17
ILMN_1718303	7.29e-01	6.15e-01	0.506797	-6.184805	0.2204	PVRL2
ILMN_1690636	7.29e-01	6.15e-01	0.506431	-6.184988	0.2177375	ALS2CL
ILMN_1765189	7.29e-01	6.15e-01	-0.506355	-6.185025	-0.1705875	PTK2B
ILMN_1751692	7.29e-01	6.15e-01	0.506307	-6.185049	0.1906292	ZNF17
ILMN_1759700	7.29e-01	6.15e-01	-0.50619	-6.185107	-0.1727875	NLGN3
ILMN_2374244	7.29e-01	6.15e-01	0.506019	-6.185193	0.1154	DYRK2
ILMN_1733421	7.29e-01	6.16e-01	-0.50583	-6.185287	-0.2502167	PRKCQ
ILMN_1702073	7.29e-01	6.16e-01	-0.505719	-6.185342	-0.1599375	ODF2L
ILMN_1795429	7.29e-01	6.16e-01	0.505586	-6.185408	0.1945042	VCL
ILMN_1701933	7.29e-01	6.16e-01	0.505453	-6.185474	0.1511667	SNCA
ILMN_3236373	7.29e-01	6.16e-01	-0.505422	-6.18549	-0.1767875	MSL2
ILMN_1668592	7.29e-01	6.16e-01	0.505385	-6.185508	0.1829292	STON1
ILMN_1763187	7.29e-01	6.16e-01	0.505172	-6.185615	0.1413333	PAK4
ILMN_1760718	7.29e-01	6.16e-01	0.505148	-6.185626	0.1858208	ZMIZ2
ILMN_1781077	7.29e-01	6.16e-01	0.505094	-6.185653	0.1766	CEP120
ILMN_1659537	7.30e-01	6.16e-01	0.50489	-6.185755	0.2896625	MED8
ILMN_1797372	7.30e-01	6.16e-01	-0.504889	-6.185755	-0.220075	C3orf58
ILMN_1792800	7.30e-01	6.16e-01	0.504868	-6.185765	0.1792125	LCN6
ILMN_2230530	7.30e-01	6.16e-01	-0.504865	-6.185767	-0.1630875	PHF8
ILMN_1670931	7.30e-01	6.16e-01	-0.504853	-6.185773	-0.206675	PDS5A
ILMN_2103591	7.30e-01	6.16e-01	-0.504689	-6.185854	-0.238425	MORC2
ILMN_1769040	7.30e-01	6.16e-01	-0.50464	-6.185879	-0.2229333	NCOA2
ILMN_1762003	7.30e-01	6.16e-01	0.50462	-6.185889	0.1700625	SEC62
ILMN_2349006	7.30e-01	6.16e-01	0.504545	-6.185926	0.2084625	USP21
ILMN_1803853	7.30e-01	6.17e-01	0.504398	-6.185999	0.2244083	NOL7
ILMN_1782085	7.30e-01	6.17e-01	-0.504315	-6.18604	-0.2611417	ATPBD4
ILMN_1719280	7.30e-01	6.17e-01	0.504248	-6.186073	0.2264917	C9orf163
ILMN_2150708	7.30e-01	6.17e-01	0.504161	-6.186117	0.2063542	FLJ45966
ILMN_1696190	7.30e-01	6.17e-01	0.504135	-6.186129	0.2258083	STRN4
ILMN_1738229	7.30e-01	6.17e-01	0.504125	-6.186135	0.217075	NDRG3
ILMN_1756669	7.30e-01	6.17e-01	-0.503865	-6.186264	-0.162025	POGK
ILMN_1736135	7.30e-01	6.17e-01	-0.503847	-6.186272	-0.2108	TYW1
ILMN_2339284	7.30e-01	6.17e-01	-0.503826	-6.186283	-0.2067167	CHD2
ILMN_2233454	7.30e-01	6.17e-01	0.503699	-6.186346	0.1463208	SPTLC3
ILMN_2339705	7.30e-01	6.17e-01	-0.503653	-6.186369	-0.2090583	MED8
ILMN_1728684	7.30e-01	6.17e-01	0.503566	-6.186412	0.2854375	PELP1
ILMN_1769673	7.30e-01	6.17e-01	0.503543	-6.186423	0.1475042	ZNF655
ILMN_1731788	7.30e-01	6.17e-01	0.50352	-6.186435	0.2448208	NRG1
ILMN_2286870	7.30e-01	6.17e-01	-0.503369	-6.18651	-0.2370583	CSNK1D
ILMN_3248026	7.30e-01	6.17e-01	0.503361	-6.186513	0.2058833	RBM27
ILMN_1791754	7.30e-01	6.17e-01	-0.503295	-6.186546	-0.2295667	CPT1B
ILMN_1677768	7.30e-01	6.17e-01	-0.503262	-6.186563	-0.2299667	POR
ILMN_2128484	7.30e-01	6.17e-01	0.503184	-6.186601	0.184725	LYPLA2P1
ILMN_2089073	7.30e-01	6.18e-01	0.503061	-6.186662	0.2185375	ATP9A
ILMN_2337386	7.30e-01	6.18e-01	0.50295	-6.186717	0.1487	CCR9
ILMN_1694943	7.31e-01	6.18e-01	0.502749	-6.186817	0.139925	CAST
ILMN_2331735	7.31e-01	6.18e-01	0.502701	-6.18684	0.2413625	AP2B1
ILMN_1714800	7.31e-01	6.18e-01	-0.502686	-6.186848	-0.1767958	ZNF3
ILMN_1711988	7.31e-01	6.18e-01	0.502608	-6.186886	0.2180667	KCNK12
ILMN_1716564	7.31e-01	6.18e-01	0.502467	-6.186956	0.1338625	INTU
ILMN_1705814	7.31e-01	6.18e-01	0.502316	-6.18703	0.1526	KRT80
ILMN_1801215	7.31e-01	6.18e-01	0.502108	-6.187133	0.2318917	PDDC1
ILMN_1745991	7.31e-01	6.18e-01	0.501773	-6.187299	0.2404167	GNRH1
ILMN_1750800	7.31e-01	6.19e-01	0.501304	-6.18753	0.2	ACO1
ILMN_2306692	7.32e-01	6.19e-01	-0.500886	-6.187737	-0.1756125	MINK1
ILMN_1716682	7.32e-01	6.19e-01	-0.500882	-6.187739	-0.1571833	C21orf88
ILMN_1677534	7.32e-01	6.19e-01	0.500581	-6.187887	0.1803792	SCAP
ILMN_1736533	7.32e-01	6.19e-01	0.500553	-6.187901	0.2420875	RND2
ILMN_2324375	7.32e-01	6.19e-01	0.500551	-6.187902	0.1779792	CHCHD7
ILMN_2383124	7.32e-01	6.19e-01	0.500407	-6.187973	0.28965	CYP2D6
ILMN_1694980	7.32e-01	6.19e-01	0.500396	-6.187978	0.2419542	NAGLU
ILMN_1753440	7.32e-01	6.19e-01	0.50031	-6.188021	0.1082375	DCAF16
ILMN_2319952	7.32e-01	6.20e-01	-0.499964	-6.188191	-0.2513125	VDR
ILMN_1763091	7.32e-01	6.20e-01	0.499939	-6.188203	0.1752625	C14orf43
ILMN_2352590	7.32e-01	6.20e-01	0.499908	-6.188219	0.1377875	ZNF33A
ILMN_1724194	7.33e-01	6.20e-01	-0.499611	-6.188365	-0.2546	NPEPL1
ILMN_1732725	7.33e-01	6.20e-01	-0.499578	-6.188381	-0.2010042	SAPS3
ILMN_1705397	7.33e-01	6.20e-01	0.499496	-6.188421	0.1311333	PDK2
ILMN_2373010	7.33e-01	6.20e-01	-0.499438	-6.18845	-0.1968083	TMEM70
ILMN_1781121	7.33e-01	6.20e-01	0.499372	-6.188483	0.2597042	TWISTNB
ILMN_1694888	7.33e-01	6.20e-01	-0.499314	-6.188511	-0.1330625	TAF2
ILMN_1656189	7.33e-01	6.20e-01	0.499277	-6.188529	0.17175	MGC19604
ILMN_2190084	7.33e-01	6.20e-01	0.499273	-6.188531	0.1554625	VAMP8
ILMN_2402806	7.33e-01	6.20e-01	0.499147	-6.188593	0.2303458	TRPC4AP
ILMN_1764970	7.33e-01	6.20e-01	-0.499103	-6.188615	-0.2144833	JMJD1C
ILMN_1766094	7.33e-01	6.20e-01	-0.498968	-6.188681	-0.2116708	MOSPD2
ILMN_2214117	7.33e-01	6.20e-01	0.498894	-6.188717	0.1518833	NDST4
ILMN_1719915	7.33e-01	6.20e-01	0.498816	-6.188756	0.1672292	DHRS12
ILMN_1757210	7.33e-01	6.21e-01	-0.498783	-6.188772	-0.2422	CALML4
ILMN_1718805	7.33e-01	6.21e-01	0.498628	-6.188848	0.2082458	PPP2R3A
ILMN_1665655	7.33e-01	6.21e-01	0.498436	-6.188942	0.2048167	CTDSPL2
ILMN_2414325	7.33e-01	6.21e-01	0.498333	-6.188993	0.2158958	TNFAIP8
ILMN_1678403	7.33e-01	6.21e-01	0.497949	-6.189181	0.2665333	TMEM178
ILMN_1671267	7.33e-01	6.21e-01	0.497949	-6.189181	0.2418958	NF2
ILMN_1747281	7.33e-01	6.21e-01	-0.497888	-6.189211	-0.2461917	EVI5L
ILMN_2243912	7.33e-01	6.21e-01	0.497866	-6.189222	0.1831708	RAB37
ILMN_1775074	7.33e-01	6.21e-01	0.497856	-6.189227	0.1623792	TUBGCP2
ILMN_3234735	7.33e-01	6.21e-01	0.497855	-6.189227	0.2291	ERI2
ILMN_1754235	7.33e-01	6.21e-01	0.497828	-6.18924	0.2389125	SLC35C2
ILMN_1709851	7.33e-01	6.21e-01	-0.497816	-6.189246	-0.1922708	TCEA1
ILMN_1651547	7.33e-01	6.21e-01	0.497551	-6.189376	0.1697292	SEMA3E
ILMN_1809866	7.33e-01	6.21e-01	0.49753	-6.189386	0.1515167	WDR74
ILMN_1745807	7.34e-01	6.21e-01	-0.49744	-6.18943	-0.2185208	TMEM62
ILMN_1683992	7.34e-01	6.22e-01	-0.497309	-6.189495	-0.2236292	OXSM
ILMN_1677270	7.34e-01	6.22e-01	0.497273	-6.189512	0.2031542	OR4D5
ILMN_1789349	7.34e-01	6.22e-01	0.497045	-6.189624	0.2044958	UBQLN4
ILMN_1764096	7.34e-01	6.22e-01	-0.497027	-6.189633	-0.17595	CCBL1
ILMN_1678812	7.34e-01	6.22e-01	0.496901	-6.189694	0.2332125	HAPLN1
ILMN_1661733	7.34e-01	6.22e-01	0.496806	-6.189741	0.2654625	FOLR1
ILMN_1656951	7.34e-01	6.22e-01	-0.496626	-6.189829	-0.2022542	APCDD1
ILMN_1764383	7.34e-01	6.22e-01	0.496548	-6.189867	0.2333292	MCOLN1
ILMN_1671387	7.34e-01	6.22e-01	-0.496397	-6.189941	-0.2628042	C3orf23
ILMN_2270100	7.34e-01	6.22e-01	0.496348	-6.189965	0.2009125	C6orf204
ILMN_1753165	7.34e-01	6.22e-01	0.496322	-6.189977	0.2169208	WNK1
ILMN_2268241	7.34e-01	6.22e-01	0.496274	-6.190001	0.2179792	ABL1
ILMN_1801105	7.34e-01	6.22e-01	0.496204	-6.190035	0.1836458	PRKCD
ILMN_2293872	7.34e-01	6.22e-01	-0.496019	-6.190125	-0.1588625	PRKAG2
ILMN_1777523	7.34e-01	6.23e-01	0.495915	-6.190176	0.2433208	GALE
ILMN_1763523	7.34e-01	6.23e-01	0.495833	-6.190216	0.1670875	HARS
ILMN_1792997	7.34e-01	6.23e-01	0.49583	-6.190218	0.17715	NPTN
ILMN_2056815	7.34e-01	6.23e-01	-0.495729	-6.190267	-0.1867833	LINGO4
ILMN_2175727	7.34e-01	6.23e-01	-0.495723	-6.19027	-0.2141875	ZNF550
ILMN_2205695	7.34e-01	6.23e-01	0.495657	-6.190302	0.2307333	C4orf28
ILMN_2182656	7.34e-01	6.23e-01	-0.495595	-6.190333	-0.1293917	APBA1
ILMN_1757298	7.34e-01	6.23e-01	0.495534	-6.190362	0.1600667	BTBD7
ILMN_2380771	7.34e-01	6.23e-01	0.495534	-6.190362	0.1684917	AKR1A1
ILMN_3244960	7.34e-01	6.23e-01	-0.495387	-6.190434	-0.182525	NACC1
ILMN_1654542	7.34e-01	6.23e-01	-0.495354	-6.19045	-0.2241792	C5orf21
ILMN_1753063	7.35e-01	6.23e-01	-0.495223	-6.190514	-0.1702125	KIF15
ILMN_2405667	7.35e-01	6.23e-01	-0.495088	-6.19058	-0.2012708	CLDN15
ILMN_1684217	7.35e-01	6.23e-01	-0.494943	-6.19065	-0.2009542	AURKB
ILMN_1653332	7.35e-01	6.23e-01	0.494892	-6.190675	0.1991833	HAUS6
ILMN_1785476	7.35e-01	6.23e-01	-0.49488	-6.190681	-0.16945	C20orf165
ILMN_1702389	7.35e-01	6.23e-01	-0.494693	-6.190772	-0.1739958	ZC3H3
ILMN_1680109	7.35e-01	6.23e-01	0.494643	-6.190797	0.1977375	COL4A3BP
ILMN_1781031	7.35e-01	6.23e-01	-0.494598	-6.190819	-0.1800917	CTBP2
ILMN_1788384	7.35e-01	6.23e-01	0.494547	-6.190843	0.1898	C9orf5
ILMN_2369221	7.35e-01	6.24e-01	0.494333	-6.190947	0.1441667	IL15
ILMN_3237396	7.35e-01	6.24e-01	0.494324	-6.190952	0.1526125	AAGAB
ILMN_3307791	7.35e-01	6.24e-01	-0.493877	-6.19117	-0.22435	FAM69A
ILMN_1734855	7.35e-01	6.24e-01	0.493845	-6.191185	0.1945833	SELPLG
ILMN_1802706	7.35e-01	6.24e-01	-0.493836	-6.191189	-0.2249292	IDH3G
ILMN_2181867	7.35e-01	6.24e-01	0.493817	-6.191199	0.2788667	ANKRD20B
ILMN_2055781	7.36e-01	6.24e-01	-0.493512	-6.191347	-0.2171625	KLRF1
ILMN_1679318	7.36e-01	6.24e-01	0.493428	-6.191388	0.1364792	ARSJ
ILMN_2394250	7.36e-01	6.24e-01	-0.493414	-6.191395	-0.2328333	PLEKHA1
ILMN_1790909	7.36e-01	6.24e-01	0.493397	-6.191403	0.2091083	NFE2L2
ILMN_1812976	7.36e-01	6.24e-01	-0.493351	-6.191425	-0.2852917	DDX54
ILMN_1704941	7.36e-01	6.24e-01	0.493329	-6.191436	0.1890208	PPCDC
ILMN_1700978	7.36e-01	6.24e-01	0.493327	-6.191437	0.1590625	C6orf205
ILMN_1769869	7.36e-01	6.24e-01	0.493289	-6.191455	0.1250667	PIP5K1A
ILMN_1690096	7.36e-01	6.24e-01	-0.493244	-6.191477	-0.3389208	PPP1R1B
ILMN_2217212	7.36e-01	6.24e-01	-0.493233	-6.191482	-0.24225	ZNF564
ILMN_2121437	7.36e-01	6.25e-01	0.49308	-6.191557	0.1654917	NCL
ILMN_1811110	7.36e-01	6.25e-01	0.493019	-6.191587	0.1460667	TDRD9
ILMN_3241979	7.36e-01	6.25e-01	0.492959	-6.191615	0.2397542	TMEM179B
ILMN_1654385	7.36e-01	6.25e-01	-0.492719	-6.191732	-0.2516708	ASB13
ILMN_1671600	7.36e-01	6.25e-01	-0.492683	-6.19175	-0.1944167	EPS8L1
ILMN_1724734	7.36e-01	6.25e-01	-0.492633	-6.191774	-0.1453625	UQCC
ILMN_1768784	7.36e-01	6.25e-01	-0.492324	-6.191924	-0.2202292	PSMC2
ILMN_1749210	7.36e-01	6.25e-01	0.492306	-6.191932	0.2070708	BUD13
ILMN_1683538	7.36e-01	6.25e-01	0.492287	-6.191942	0.2103792	CSDE1
ILMN_1685057	7.36e-01	6.25e-01	0.492286	-6.191942	0.2402667	SLC22A4
ILMN_2129015	7.36e-01	6.25e-01	0.49205	-6.192056	0.1902833	AFF1
ILMN_2334385	7.36e-01	6.25e-01	0.492022	-6.19207	0.1482375	NCKAP5
