ID	adj.P.Val	P.Value	t	B	logFC	GeneSymbol
100507206_at	0.8772693	6.77e-01	-0.4190927	-5.93377	-0.03033601	LINC00943
100505530_at	0.8772993	6.77e-01	-0.4190121	-5.9338	-0.04698664	LOC100505530
2316_at	0.8773014	6.77e-01	0.4189302	-5.93384	0.07193163	FLNA
9150_at	0.8773014	6.77e-01	0.4189122	-5.93384	0.03160434	CTDP1
89857_at	0.8774952	6.77e-01	0.4186579	-5.93394	0.03491651	KLHL6
6791_at	0.8775383	6.77e-01	-0.4185633	-5.93398	-0.07146852	AURKAPS1
135152_at	0.8775872	6.77e-01	0.4184626	-5.93402	0.03326636	B3GAT2
80975_at	0.8776344	6.77e-01	-0.4183637	-5.93406	-0.02839059	TMPRSS5
9652_at	0.8776723	6.77e-01	0.4181413	-5.93415	0.06708833	TTC37
100885781_at	0.8776723	6.77e-01	-0.4181248	-5.93416	-0.02919322	LINC00348
56884_at	0.8776723	6.77e-01	0.4181109	-5.93416	0.02292247	FSTL5
5434_at	0.8776723	6.77e-01	-0.418081	-5.93417	-0.04146168	POLR2E
116173_at	0.8776723	6.77e-01	-0.4180339	-5.93419	-0.06411328	CMTM5
100421577_at	0.8776723	6.77e-01	0.4180307	-5.93419	0.0544914	FAM21EP
100158262_at	0.8778056	6.78e-01	-0.4178404	-5.93427	-0.09047386	SCARNA9L
123876_at	0.8778284	6.78e-01	0.4177418	-5.93431	0.04137586	ACSM2A
53354_at	0.8778284	6.78e-01	0.4177186	-5.93432	0.02509703	PANK1
5880_at	0.8781557	6.78e-01	-0.4172989	-5.93449	-0.04803989	RAC2
377841_at	0.8781557	6.78e-01	0.4172736	-5.9345	0.03680448	ENTPD8
201294_at	0.8782992	6.78e-01	-0.4170468	-5.93459	-0.03872794	UNC13D
147719_at	0.8782992	6.78e-01	-0.4170237	-5.9346	-0.03241236	LYPD4
92703_at	0.8783067	6.78e-01	-0.4169669	-5.93462	-0.03423017	TMEM183A
58503_at	0.8783185	6.78e-01	-0.4169056	-5.93464	-0.03604175	PROL1
162998_at	0.8783552	6.78e-01	0.4168178	-5.93468	0.02829518	OR7D2
100507003_at	0.8785352	6.78e-01	0.416578	-5.93477	0.02218722	GFY
401134_at	0.8785538	6.78e-01	-0.4165094	-5.9348	-0.03526348	LOC401134
23414_at	0.8785937	6.79e-01	-0.4163914	-5.93485	-0.04226255	ZFPM2
139793_at	0.8785937	6.79e-01	0.4163695	-5.93486	0.01936365	PAGE3
389058_at	0.8786622	6.79e-01	0.416206	-5.93492	0.03455889	SP5
574475_at	0.8786622	6.79e-01	-0.4161991	-5.93492	-0.01868049	MIR526A1
4107_at	0.8788568	6.79e-01	-0.4159438	-5.93502	-0.02176251	MAGEA8
100124539_at	0.8789388	6.79e-01	-0.4157825	-5.93509	-0.04359705	SNORA11B
7373_at	0.8789388	6.79e-01	-0.415759	-5.9351	-0.02648823	COL14A1
9058_at	0.879001	6.79e-01	-0.4156128	-5.93516	-0.03158581	SLC13A2
23604_at	0.879001	6.79e-01	0.4155659	-5.93517	0.07394809	DAPK2
2895_at	0.879001	6.79e-01	-0.4155466	-5.93518	-0.03129143	GRID2
84259_at	0.8790865	6.79e-01	0.415407	-5.93524	0.03398423	DCUN1D5
113675_at	0.8791481	6.79e-01	0.4152725	-5.93529	0.02379002	SDSL
100873990_at	0.8791481	6.79e-01	0.4152439	-5.9353	0.02504549	HCFC1-AS1
79607_at	0.8791977	6.79e-01	0.4151395	-5.93534	0.05195387	FAM118B
100874111_at	0.8791977	6.80e-01	-0.4150516	-5.93538	-0.03974057	STEAP3-AS1
6596_at	0.8791977	6.80e-01	-0.4150109	-5.93539	-0.06121667	HLTF
55788_at	0.8791977	6.80e-01	0.4149652	-5.93541	0.06415505	LMBRD1
552889_at	0.8791977	6.80e-01	-0.4149473	-5.93542	-0.04831915	ATXN7L3B
5627_at	0.8792675	6.80e-01	0.4148243	-5.93547	0.05035422	PROS1
81796_at	0.879336	6.80e-01	0.4146239	-5.93555	0.04250239	SLCO5A1
100616330_at	0.879336	6.80e-01	0.4145408	-5.93558	0.01889148	MIR4491
84142_at	0.879336	6.80e-01	-0.4145348	-5.93558	-0.05055514	FAM175A
79147_at	0.879336	6.80e-01	-0.4145141	-5.93559	-0.0243635	FKRP
27328_at	0.879336	6.80e-01	-0.4145075	-5.93559	-0.02853517	PCDH11X
120224_at	0.8793435	6.80e-01	-0.4144507	-5.93562	-0.05136356	TMEM45B
101926926_at	0.8793659	6.80e-01	0.414378	-5.93565	0.03494944	RDH10-AS1
144402_at	0.8794573	6.80e-01	-0.4142323	-5.9357	-0.04489318	CPNE8
654790_at	0.8796064	6.80e-01	0.4140121	-5.93579	0.03010864	PCP4L1
27152_at	0.8796064	6.80e-01	0.413959	-5.93581	0.02920803	INTU
53339_at	0.8796064	6.80e-01	0.4139274	-5.93582	0.04668311	BTBD1
100506070_at	0.8797961	6.81e-01	-0.4136772	-5.93592	-0.01941899	RBFADN
100505933_at	0.879799	6.81e-01	0.413606	-5.93595	0.02686562	ADD3-AS1
23767_at	0.879799	6.81e-01	-0.4135268	-5.93598	-0.02221151	FLRT3
9051_at	0.879799	6.81e-01	0.4135122	-5.93599	0.03608418	PSTPIP1
284412_at	0.879799	6.81e-01	-0.4134788	-5.936	-0.05205845	LOC284412
56603_at	0.8798357	6.81e-01	0.4133111	-5.93607	0.03902954	CYP26B1
9866_at	0.8798357	6.81e-01	-0.413296	-5.93607	-0.02225787	TRIM66
54769_at	0.8798357	6.81e-01	-0.413247	-5.93609	-0.02814915	DIRAS2
149111_at	0.8798357	6.81e-01	0.4132446	-5.93609	0.02682863	CNIH3
1746_at	0.8798418	6.81e-01	-0.4131893	-5.93611	-0.03497327	DLX2
643770_at	0.8798501	6.81e-01	0.4130752	-5.93616	0.0340137	LOC643770
339298_at	0.8798501	6.81e-01	-0.4130563	-5.93617	-0.03532781	LOC339298
23122_at	0.8798501	6.81e-01	-0.413034	-5.93618	-0.0403227	CLASP2
100129617_at	0.8798606	6.81e-01	0.412974	-5.9362	0.04504126	LOC100129617
8335_at	0.8798743	6.81e-01	0.4129107	-5.93622	0.07651354	HIST1H2AB
23246_at	0.8798905	6.81e-01	-0.4128318	-5.93626	-0.02107964	BOP1
8148_at	0.8798905	6.81e-01	-0.4127929	-5.93627	-0.0588675	TAF15
767590_at	0.8798905	6.81e-01	-0.412747	-5.93629	-0.03830935	SNORD114-12
340385_at	0.879955	6.81e-01	-0.4125983	-5.93635	-0.02712105	ZNF517
140469_at	0.879955	6.81e-01	0.41249	-5.93639	0.03043895	MYO3B
441381_at	0.879955	6.81e-01	-0.4123974	-5.93643	-0.02830085	LRRC24
337867_at	0.879955	6.82e-01	0.4123645	-5.93644	0.03086834	UBAC2
219960_at	0.879955	6.82e-01	0.4122896	-5.93647	0.03420539	OR10Q1
406969_at	0.879955	6.82e-01	0.4122797	-5.93647	0.0257007	MIR194-1
10864_at	0.879955	6.82e-01	-0.4121898	-5.93651	-0.02622304	SLC22A7
318_at	0.879955	6.82e-01	0.4121816	-5.93651	0.03190215	NUDT2
403323_at	0.879955	6.82e-01	-0.4121688	-5.93652	-0.10595413	LOC403323
5999_at	0.879955	6.82e-01	-0.4121308	-5.93653	-0.03577706	RGS4
6457_at	0.879955	6.82e-01	-0.4121088	-5.93654	-0.03198307	SH3GL3
146723_at	0.879955	6.82e-01	0.4120928	-5.93655	0.03682427	C17orf77
643911_at	0.8799886	6.82e-01	0.411994	-5.93659	0.02360176	CRNDE
100874157_at	0.8799886	6.82e-01	-0.4119586	-5.9366	-0.0364492	LINC00395
102724196_at	0.8799886	6.82e-01	-0.4118431	-5.93664	-0.02403729	LOC102724196
56978_at	0.8799886	6.82e-01	0.4118412	-5.93665	0.0293089	PRDM8
2134_at	0.8799886	6.82e-01	-0.411813	-5.93666	-0.02726061	EXTL1
57705_at	0.880012	6.82e-01	0.4116447	-5.93672	0.04956029	WDFY4
140836_at	0.880012	6.82e-01	0.411622	-5.93673	0.03424935	BANF2
9933_at	0.880012	6.82e-01	0.4114731	-5.93679	0.05554526	KIAA0020
353219_at	0.880012	6.82e-01	-0.4114179	-5.93681	-0.03299721	KAAG1
23017_at	0.880012	6.82e-01	-0.4114128	-5.93681	-0.02976956	FAIM2
2354_at	0.880012	6.82e-01	-0.4113934	-5.93682	-0.03079576	FOSB
81849_at	0.880012	6.82e-01	0.4113881	-5.93682	0.02426012	ST6GALNAC5
3164_at	0.880012	6.82e-01	-0.4113533	-5.93684	-0.03036124	NR4A1
102724623_at	0.880012	6.82e-01	-0.4113106	-5.93685	-0.04044303	LOC102724623
101929705_at	0.880012	6.82e-01	0.4112408	-5.93688	0.0338133	LOC101929705
339500_at	0.880012	6.82e-01	-0.411178	-5.93691	-0.07126684	ZNF678
29108_at	0.880012	6.82e-01	0.4111674	-5.93691	0.06338663	PYCARD
55036_at	0.880012	6.82e-01	-0.4111539	-5.93692	-0.02552881	CCDC40
11077_at	0.8800214	6.83e-01	-0.4109888	-5.93698	-0.0327745	HSF2BP
8674_at	0.8800214	6.83e-01	0.4109656	-5.93699	0.05816695	VAMP4
84691_at	0.8800214	6.83e-01	-0.4109617	-5.93699	-0.02876717	FAM71F1
256710_at	0.8800214	6.83e-01	0.4109488	-5.937	0.02666347	GLIPR1L1
2664_at	0.8800946	6.83e-01	-0.4107579	-5.93707	-0.05270684	GDI1
23379_at	0.8800946	6.83e-01	-0.4107497	-5.93707	-0.0495417	ICE1
387856_at	0.8800946	6.83e-01	0.4107246	-5.93708	0.02539191	CCDC184
54088_at	0.8801305	6.83e-01	0.4106376	-5.93712	0.02276243	LINC00113
145820_at	0.8801414	6.83e-01	-0.4105772	-5.93714	-0.03057966	LINC00924
4239_at	0.8801624	6.83e-01	-0.410459	-5.93719	-0.02643686	MFAP4
101927476_at	0.8801624	6.83e-01	-0.4104574	-5.93719	-0.0300048	LOC101927476
11040_at	0.8801986	6.83e-01	0.410266	-5.93726	0.05837418	PIM2
10871_at	0.8801986	6.83e-01	-0.4102461	-5.93727	-0.03592008	CD300C
93953_at	0.8801986	6.83e-01	-0.4100923	-5.93733	-0.03389943	ACRC
83744_at	0.8801986	6.83e-01	-0.4100122	-5.93736	-0.06211351	ZNF484
55108_at	0.8801986	6.83e-01	-0.4099618	-5.93738	-0.02902002	BSDC1
386597_at	0.8801986	6.83e-01	-0.4099511	-5.93739	-0.02890942	RNF144A-AS1
619279_at	0.8801986	6.83e-01	0.4099131	-5.9374	0.03606697	ZNF704
54896_at	0.8801986	6.83e-01	0.4099056	-5.9374	0.02222755	PQLC2
6139_at	0.8801986	6.83e-01	0.4096746	-5.9375	0.04812865	RPL17
63827_at	0.8801986	6.84e-01	-0.4096282	-5.93751	-0.02786323	BCAN
220988_at	0.8801986	6.84e-01	0.4096063	-5.93752	0.0698124	HNRNPA3
202865_at	0.8801986	6.84e-01	0.4095963	-5.93753	0.02437595	C7orf33
6493_at	0.8801986	6.84e-01	-0.409551	-5.93754	-0.03501938	SIM2
91653_at	0.8801986	6.84e-01	-0.4094935	-5.93757	-0.03972472	BOC
112950_at	0.8801986	6.84e-01	0.409486	-5.93757	0.02503149	MED8
7011_at	0.8801986	6.84e-01	0.4094111	-5.9376	0.03099438	TEP1
8013_at	0.8801986	6.84e-01	-0.4094057	-5.9376	-0.02918404	NR4A3
3263_at	0.8801986	6.84e-01	-0.4093211	-5.93763	-0.0401605	HPX
81871_at	0.8801986	6.84e-01	-0.4092039	-5.93768	-0.02364706	KRTAP4-6
9204_at	0.8801986	6.84e-01	-0.4091929	-5.93768	-0.04372381	ZMYM6
6754_at	0.8801986	6.84e-01	0.4091879	-5.93769	0.03734851	SSTR4
26212_at	0.8801986	6.84e-01	0.4091744	-5.93769	0.04498649	OR2B6
522_at	0.8801986	6.84e-01	0.4091548	-5.9377	0.03353908	ATP5J
1301_at	0.8801986	6.84e-01	0.4091437	-5.9377	0.02771258	COL11A1
340286_at	0.8801986	6.84e-01	-0.4091181	-5.93771	-0.02351129	FAM183BP
56302_at	0.8801986	6.84e-01	0.4091023	-5.93772	0.04194663	TRPV5
693169_at	0.8801986	6.84e-01	-0.4090966	-5.93772	-0.03429704	MIR584
284346_at	0.8801986	6.84e-01	0.4090533	-5.93774	0.02531985	ZNF575
81671_at	0.8802971	6.84e-01	0.4088609	-5.93781	0.0474414	VMP1
55954_at	0.8802971	6.84e-01	-0.408845	-5.93782	-0.02933408	ZMAT5
57699_at	0.8802971	6.84e-01	0.4088022	-5.93784	0.02268259	CPNE5
114798_at	0.8803475	6.84e-01	-0.4086997	-5.93788	-0.0332525	SLITRK1
101926906_at	0.8803497	6.84e-01	-0.4085107	-5.93795	-0.03079237	SLC16A12-AS1
5860_at	0.8803497	6.84e-01	0.4085014	-5.93795	0.02642773	QDPR
728024_at	0.8803497	6.84e-01	-0.4084557	-5.93797	-0.03062316	LOC728024
5739_at	0.8803497	6.84e-01	-0.4084335	-5.93798	-0.03438941	PTGIR
9413_at	0.8803497	6.84e-01	-0.4084125	-5.93799	-0.03232661	FAM189A2
83696_at	0.8803497	6.84e-01	-0.4083658	-5.93801	-0.04588513	TRAPPC9
100506289_at	0.8803497	6.84e-01	-0.4083561	-5.93801	-0.02496939	LOC100506289
401172_at	0.8804092	6.85e-01	-0.4082441	-5.93805	-0.03021673	FLJ33360
574490_at	0.8804273	6.85e-01	0.4081761	-5.93808	0.02908482	MIR516B1
100423028_at	0.8804456	6.85e-01	-0.4081078	-5.93811	-0.02645082	MIR4254
105372682_at	0.8805275	6.85e-01	-0.4079673	-5.93816	-0.03643543	LOC105372682
101927167_at	0.8805275	6.85e-01	0.4078625	-5.9382	0.02943736	GATA2-AS1
104355292_at	0.8805275	6.85e-01	-0.4078617	-5.9382	-0.02083531	LINC01525
390502_at	0.8805275	6.85e-01	-0.407808	-5.93822	-0.03218701	SERPINA2
5793_at	0.8805275	6.85e-01	-0.4076961	-5.93827	-0.0252064	PTPRG
6473_at	0.8805275	6.85e-01	-0.4076304	-5.93829	-0.02861385	SHOX
79616_at	0.8805275	6.85e-01	-0.4076072	-5.9383	-0.07360277	CCNJL
8541_at	0.8805275	6.85e-01	0.4075995	-5.9383	0.02403864	PPFIA3
101929596_at	0.8805275	6.85e-01	-0.4075818	-5.93831	-0.04871561	LOC101929596
146880_at	0.8806224	6.85e-01	0.407432	-5.93837	0.05376527	LOC146880
100033430_at	0.8806454	6.85e-01	-0.4073588	-5.9384	-0.02664528	SNORD116-18
102723828_at	0.8806908	6.85e-01	-0.4072616	-5.93844	-0.04396342	LOC102723828
8324_at	0.8806932	6.85e-01	-0.4071969	-5.93846	-0.03453873	FZD7
441461_at	0.8806932	6.85e-01	-0.4071217	-5.93849	-0.02725873	STX17-AS1
2739_at	0.8806932	6.85e-01	0.4071129	-5.93849	0.05212226	GLO1
150381_at	0.8807326	6.85e-01	0.4070221	-5.93853	0.0599802	PRR34-AS1
4147_at	0.8808056	6.86e-01	0.4068775	-5.93859	0.03636463	MATN2
442213_at	0.8808056	6.86e-01	-0.4068469	-5.9386	-0.02695623	PTCHD4
3208_at	0.8809828	6.86e-01	-0.4065123	-5.93873	-0.05164732	HPCA
3174_at	0.8809828	6.86e-01	-0.406496	-5.93873	-0.02716782	HNF4G
249_at	0.8809828	6.86e-01	0.4064904	-5.93874	0.10371523	ALPL
643719_at	0.8809828	6.86e-01	0.4064632	-5.93875	0.02989616	SCGB1B2P
29113_at	0.8811004	6.86e-01	-0.4062891	-5.93881	-0.0284026	C6orf15
105369199_at	0.8811185	6.86e-01	-0.4062211	-5.93884	-0.02570378	LOC105369199
100873973_at	0.8811635	6.86e-01	-0.406089	-5.93889	-0.01800305	GPC6-AS2
89792_at	0.8811635	6.86e-01	-0.4060756	-5.9389	-0.02641536	GAL3ST3
100874281_at	0.8811966	6.86e-01	-0.4058562	-5.93898	-0.03990647	NTM-IT
26796_at	0.8811966	6.86e-01	-0.4058052	-5.939	-0.07317475	SNORD53
101929530_at	0.8811966	6.86e-01	-0.4057737	-5.93901	-0.02283323	FANCD2P2
83656_at	0.8811966	6.86e-01	-0.4057737	-5.93901	-0.02104996	FAM167A-AS1
56949_at	0.8811966	6.86e-01	-0.4057414	-5.93903	-0.0480859	XAB2
100505738_at	0.8811966	6.86e-01	-0.4056883	-5.93905	-0.03319026	MIR4458HG
5458_at	0.8811966	6.86e-01	0.4056255	-5.93907	0.02577055	POU4F2
9726_at	0.8811966	6.86e-01	-0.4056186	-5.93907	-0.03224128	ZNF646
8309_at	0.8811966	6.86e-01	-0.4056017	-5.93908	-0.03488505	ACOX2
56605_at	0.8812032	6.86e-01	-0.4055459	-5.9391	-0.04488245	ERO1B
11153_at	0.8812711	6.87e-01	-0.4054248	-5.93915	-0.03028234	FICD
6401_at	0.8813113	6.87e-01	-0.4053332	-5.93918	-0.03401416	SELE
729420_at	0.8814322	6.87e-01	-0.4051556	-5.93925	-0.04180092	LMO7DN
64710_at	0.8814585	6.87e-01	0.4050788	-5.93928	0.05401963	NUCKS1
114805_at	0.8814688	6.87e-01	-0.4050192	-5.93931	-0.0286053	GALNT13
444882_at	0.8818445	6.87e-01	0.40457	-5.93948	0.02541243	IGFL4
22913_at	0.8818472	6.87e-01	0.4045184	-5.9395	0.02682676	RALY
10693_at	0.881907	6.87e-01	0.4044058	-5.93954	0.02138649	CCT6B
25818_at	0.8819608	6.87e-01	-0.404287	-5.93959	-0.02939126	KLK5
284632_at	0.8819608	6.87e-01	-0.404251	-5.9396	-0.04220835	LOC284632
64922_at	0.882018	6.88e-01	-0.4041413	-5.93964	-0.02063476	LRRC19
4992_at	0.8820686	6.88e-01	-0.4040387	-5.93968	-0.03934787	OR1F1
101927835_at	0.8820711	6.88e-01	0.4039872	-5.9397	0.03104385	LOC101927835
3355_at	0.8821112	6.88e-01	-0.4038958	-5.93974	-0.02729364	HTR1F
100505929_at	0.8821505	6.88e-01	-0.4038051	-5.93977	-0.0200932	LINC01549
57684_at	0.8821784	6.88e-01	0.4037266	-5.9398	0.02490234	ZBTB26
102467223_at	0.8823233	6.88e-01	0.4035234	-5.93988	0.02783824	LOC102467223
341277_at	0.8823603	6.88e-01	-0.4034352	-5.93992	-0.02376371	OVCH2
101929590_at	0.8824656	6.88e-01	0.4032328	-5.93999	0.03883709	NRG3-AS1
80851_at	0.8824656	6.88e-01	-0.4031395	-5.94003	-0.02934255	SH3BP5L
8404_at	0.8824656	6.88e-01	-0.4031113	-5.94004	-0.02751851	SPARCL1
100287072_at	0.8824656	6.88e-01	0.4030979	-5.94005	0.01917094	LOC100287072
9044_at	0.8824656	6.88e-01	0.4030791	-5.94005	0.05179093	BTAF1
2890_at	0.8825464	6.88e-01	-0.4029221	-5.94011	-0.03288976	GRIA1
100288974_at	0.8825464	6.88e-01	-0.4028955	-5.94012	-0.02484059	BMS1P21
442896_at	0.8825592	6.88e-01	-0.4028331	-5.94015	-0.03527321	MIR302D
7342_at	0.8825716	6.89e-01	-0.4027711	-5.94017	-0.04418164	UBP1
693163_at	0.8826199	6.89e-01	-0.4026176	-5.94023	-0.02282938	MIR578
51594_at	0.8826199	6.89e-01	0.4025875	-5.94024	0.04766084	NBAS
339442_at	0.8826199	6.89e-01	0.4025505	-5.94026	0.02940581	LINC01343
50632_at	0.8826199	6.89e-01	-0.4025246	-5.94027	-0.03176078	CALY
2893_at	0.8827206	6.89e-01	-0.4023221	-5.94034	-0.02901363	GRIA4
100507034_at	0.8827206	6.89e-01	0.4023197	-5.94035	0.02012764	PITRM1-AS1
126669_at	0.8827242	6.89e-01	-0.4022672	-5.94037	-0.02313754	SHE
100287226_at	0.8827497	6.89e-01	0.402165	-5.9404	0.02464643	ZNF729
9025_at	0.8827497	6.89e-01	0.4021424	-5.94041	0.01961629	RNF8
115992_at	0.8827636	6.89e-01	-0.4019948	-5.94047	-0.03532577	RNF166
9080_at	0.8827636	6.89e-01	-0.4019314	-5.94049	-0.03009292	CLDN9
4708_at	0.8827636	6.89e-01	0.4019193	-5.9405	0.05017706	NDUFB2
219931_at	0.8827636	6.89e-01	-0.4018585	-5.94052	-0.04149004	TPCN2
170082_at	0.8827636	6.89e-01	0.4018275	-5.94053	0.04164773	TCEANC
10426_at	0.8827636	6.89e-01	0.4017954	-5.94055	0.03736831	TUBGCP3
678655_at	0.8827636	6.89e-01	0.40177	-5.94056	0.02224975	CD27-AS1
100874375_at	0.8827636	6.89e-01	0.4017093	-5.94058	0.03628172	FAM155A-IT1
390756_at	0.8827636	6.89e-01	-0.4016888	-5.94059	-0.03246743	OR3A4P
165530_at	0.8828108	6.89e-01	-0.4015897	-5.94063	-0.02875599	CLEC4F
286676_at	0.8828692	6.89e-01	-0.4014787	-5.94067	-0.02803507	ILDR1
541565_at	0.8829202	6.90e-01	0.4013688	-5.94071	0.03004062	C8orf58
677836_at	0.8829202	6.90e-01	-0.4013268	-5.94073	-0.02612927	SNORA58
11313_at	0.8830297	6.90e-01	0.4011149	-5.94081	0.04876118	LYPLA2
4643_at	0.8830297	6.90e-01	-0.4010857	-5.94082	-0.03219774	MYO1E
100873778_at	0.8830297	6.90e-01	0.4010637	-5.94083	0.03112432	RNU6-78P
645249_at	0.8830511	6.90e-01	-0.4009922	-5.94085	-0.02301176	MNX1-AS1
434_at	0.8832123	6.90e-01	-0.4007715	-5.94094	-0.02319575	ASIP
150051_at	0.8833325	6.90e-01	-0.4005945	-5.94101	-0.02496047	LOC150051
101927262_at	0.883374	6.90e-01	-0.4005015	-5.94104	-0.03510468	LOC101927262
100423033_at	0.8833977	6.90e-01	0.4004274	-5.94107	0.02567493	MIR3158-2
375611_at	0.8835108	6.90e-01	-0.4002435	-5.94114	-0.02137198	SLC26A5
100652791_at	0.8835108	6.90e-01	0.4002092	-5.94115	0.02415589	GS1-24F4.2
282974_at	0.8835914	6.90e-01	-0.4000746	-5.94121	-0.01996579	STK32C
9391_at	0.8836984	6.91e-01	0.3998088	-5.94131	0.03535952	CIAO1
2977_at	0.8836984	6.91e-01	-0.3997816	-5.94132	-0.03514989	GUCY1A2
253559_at	0.8836984	6.91e-01	-0.3997599	-5.94133	-0.02823586	CADM2
693165_at	0.8836984	6.91e-01	-0.3997272	-5.94134	-0.0503562	MIR580
102723818_at	0.8836984	6.91e-01	0.3996954	-5.94135	0.03080678	LINC01248
100616158_at	0.8836984	6.91e-01	0.3996345	-5.94137	0.0407358	MIR4505
162282_at	0.8836984	6.91e-01	-0.3995693	-5.9414	-0.02071323	ANKFN1
6954_at	0.8836984	6.91e-01	-0.3995246	-5.94142	-0.03006856	TCP11
338692_at	0.8836984	6.91e-01	0.3994776	-5.94143	0.03087484	ANKRD13D
30012_at	0.8836984	6.91e-01	0.3994383	-5.94145	0.0283503	TLX3
339505_at	0.8836984	6.91e-01	-0.399424	-5.94145	-0.03630654	LINC01141
128372_at	0.8838064	6.91e-01	-0.3992102	-5.94154	-0.05940928	OR6N1
151887_at	0.8838064	6.91e-01	-0.3991911	-5.94154	-0.02935939	CCDC80
101929989_at	0.8838064	6.91e-01	-0.3991625	-5.94155	-0.0284988	LOC101929989
148756_at	0.8838747	6.91e-01	-0.3990213	-5.94161	-0.03776182	OVAAL
645212_at	0.8838747	6.91e-01	0.3989921	-5.94162	0.02661861	EIF3J-AS1
79664_at	0.8838888	6.91e-01	-0.3989284	-5.94164	-0.05482015	ICE2
9481_at	0.8839266	6.91e-01	0.398823	-5.94168	0.03098278	SLC25A27
26153_at	0.8839266	6.91e-01	0.3987905	-5.94169	0.02720553	KIF26A
55571_at	0.8839502	6.92e-01	0.3986746	-5.94174	0.03464603	CNOT11
79143_at	0.8839502	6.92e-01	0.3986678	-5.94174	0.0662427	MBOAT7
8399_at	0.8839515	6.92e-01	-0.3986176	-5.94176	-0.03158685	PLA2G10
124857_at	0.8839583	6.92e-01	-0.3985617	-5.94178	-0.02753329	WFIKKN2
23300_at	0.8840833	6.92e-01	0.3983412	-5.94187	0.05651205	ATMIN
101929221_at	0.8840833	6.92e-01	0.3983308	-5.94187	0.0235569	C15orf59-AS1
57554_at	0.8841922	6.92e-01	-0.3981534	-5.94194	-0.02117932	LRRC7
1071_at	0.8841922	6.92e-01	-0.3981169	-5.94195	-0.02802849	CETP
100616247_at	0.8842107	6.92e-01	0.3980485	-5.94198	0.02872792	MIR151B
260294_at	0.8842915	6.92e-01	-0.3979134	-5.94203	-0.03694715	NSUN5P2
1420_at	0.8843417	6.92e-01	0.3978112	-5.94207	0.03188335	CRYGC
51440_at	0.8844846	6.92e-01	0.3974447	-5.94221	0.02092164	HPCAL4
694_at	0.8844846	6.92e-01	-0.3974397	-5.94221	-0.05286949	BTG1
103695435_at	0.8844846	6.92e-01	-0.397419	-5.94222	-0.03002491	BBOX1-AS1
63951_at	0.8844846	6.92e-01	-0.397391	-5.94223	-0.02602925	DMRTA1
147912_at	0.8844846	6.92e-01	0.3973745	-5.94223	0.02585228	SIX5
442497_at	0.8844846	6.92e-01	0.3973661	-5.94224	0.02756562	LOC442497
5985_at	0.8845796	6.93e-01	0.397211	-5.9423	0.02281494	RFC5
100313824_at	0.8845796	6.93e-01	0.3971671	-5.94231	0.04179896	MIR663B
51700_at	0.8846756	6.93e-01	-0.3970056	-5.94237	-0.03583369	CYB5R2
118670_at	0.8846756	6.93e-01	-0.3969671	-5.94239	-0.02278629	FAM24A
28409_at	0.8846999	6.93e-01	0.3968924	-5.94242	0.07983393	IGHV3-73
57863_at	0.8848857	6.93e-01	0.3966106	-5.94252	0.03046921	CADM3
23401_at	0.8848857	6.93e-01	0.3965966	-5.94253	0.05055936	FRAT2
689_at	0.8849777	6.93e-01	0.3964356	-5.94259	0.04266046	BTF3
5163_at	0.8849777	6.93e-01	0.3964008	-5.9426	0.04188098	PDK1
100506724_at	0.8851139	6.93e-01	0.3962066	-5.94268	0.02945134	LINC00901
100506473_at	0.8851185	6.93e-01	-0.3961453	-5.9427	-0.03278872	LOC100506473
731779_at	0.8851185	6.93e-01	-0.3960606	-5.94273	-0.03419997	LINC01300
4974_at	0.8851185	6.93e-01	0.3960554	-5.94273	0.03838877	OMG
113220_at	0.8851315	6.94e-01	-0.3959728	-5.94276	-0.03223425	KIF12
1453_at	0.8851315	6.94e-01	-0.395944	-5.94277	-0.04083149	CSNK1D
79053_at	0.8852612	6.94e-01	-0.3957568	-5.94285	-0.06075879	ALG8
101928988_at	0.8853469	6.94e-01	0.3956164	-5.9429	0.0289821	LOC101928988
164312_at	0.8853563	6.94e-01	-0.3954372	-5.94297	-0.02474284	LRRN4
55186_at	0.8853563	6.94e-01	-0.3954269	-5.94297	-0.05754262	SLC25A36
26045_at	0.8853563	6.94e-01	-0.3954219	-5.94297	-0.03191359	LRRTM2
3667_at	0.8853563	6.94e-01	0.3954113	-5.94298	0.03874956	IRS1
27198_at	0.8853572	6.94e-01	-0.3952769	-5.94303	-0.04193458	HCAR1
5355_at	0.8853572	6.94e-01	0.3952379	-5.94304	0.06438283	PLP2
286148_at	0.8853572	6.94e-01	-0.3951726	-5.94307	-0.03123293	DPY19L4
389941_at	0.8853572	6.94e-01	0.395165	-5.94307	0.02881624	C1QL3
10477_at	0.8853572	6.94e-01	0.3950825	-5.9431	0.0343515	UBE2E3
1294_at	0.8853572	6.94e-01	0.3950575	-5.94311	0.02111382	COL7A1
2483_at	0.8853572	6.94e-01	0.3949519	-5.94315	0.07965058	FRG1
54863_at	0.8853572	6.94e-01	0.3949454	-5.94315	0.03337681	TOR4A
56917_at	0.8853572	6.94e-01	0.3949334	-5.94316	0.03427817	MEIS3
84179_at	0.8853572	6.94e-01	0.3949227	-5.94316	0.02884948	MFSD7
768217_at	0.8854297	6.94e-01	-0.3947965	-5.94321	-0.0315666	MIR769
