Gene	GSE109248	GSE117239	GSE117468	GSE13355	GSE136757	GSE137218	GSE14905	GSE193128	GSE30999	Average
LOC101928012	NA	NA	2.1825042	0.9981353	-1.02	-1.07	2.78e-01	-4.24e-01	1.65	0.3706627857142856
LOC101929926	NA	NA	-2.1814371	1.7060125	-5.71e-02	4.08e-01	4.74e-01	1.03e-01	9.87e-01	0.2056393428571428
LOC100507389	NA	NA	2.1809845	-2.1599082	9.92e-01	1.07	3.47e-01	3.22	1.51	1.0228680428571428
LOC100287834///LOC100287704	NA	NA	2.177521	1.2956373	5.72e-01	NA	1.25	NA	4.01e-01	1.1392316599999999
ZNF816-ZNF321P///ZNF321P	NA	NA	-2.1766848	-2.4182105	4.53e-01	NA	-6.54e-01	NA	-7.77e-01	-1.1145790599999998
LOC101927650	NA	NA	2.1729392	3.5726454	8.51e-01	6.46e-01	1.80e-01	-1.52	1.09	0.998940657142857
MIR15A///DLEU2	NA	NA	2.1728901	2.1145059	3.91	NA	1.80	NA	2.73	2.5454792000000004
POU5F1P4///POU5F1P3///POU5F1B///POU5F1	NA	NA	2.1725376	0.8304264	1.31	NA	-2.67	NA	3.80e-01	0.4045928
LOC100506175	NA	NA	2.171881	0.3840068	2.17e-01	6.45e-01	1.65	-1.52	2.03	0.7968411142857141
RBPMS-AS1	NA	NA	2.1693512	3.6921495	1.78	1.73	-1.65	2.85	5.61e-01	1.5903572428571429
L3MBTL4-AS1	NA	NA	2.1637166	2.5441305	2.14	1.08	-1.99	1.20	1.11	1.1782638714285716
LOC101927131	NA	NA	2.1617408	1.353894	4.53e-01	1.56	5.83e-01	1.16	-1.16	0.8730906857142857
LOC100505534	NA	NA	-2.1578481	4.8429178	0.00	NA	-8.87e-02	NA	1.73	0.8652739400000001
LOC101929628	NA	NA	2.1569951	1.1153983	1.60e-01	NA	2.73e-01	NA	1.22	0.9850786800000002
LOC105374428	NA	NA	2.1537622	1.2275544	1.24	NA	1.13	NA	5.99e-01	1.27006332
LINC00483	NA	NA	2.150409	0.9586256	0.00	-1.03	7.18e-01	-4.39e-01	9.91e-01	0.4784335142857143
LOC101927768	NA	NA	2.1481228	4.3626553	1.54	-1.25	1.21	1.10	1.11	1.4601111571428569
ACTR3BP2///ACTR3BP5	NA	NA	2.1473267	2.2892309	9.95e-01	NA	1.52	NA	1.64	1.7183115200000003
DSCR8	NA	NA	2.1443945	-0.7126526	1.53	1.82	-3.99e-01	9.23e-01	-4.00e-01	0.7008202714285714
LOC102723692	NA	NA	2.1427254	3.1329461	-1.57e-01	2.06e-01	-1.01	5.26e-01	1.65	0.9272387857142856
FAM83C-AS1	NA	NA	2.1416424	4.0017342	1.29	2.23	8.73e-01	1.01	2.00	1.935196657142857
LOC100128843///CHFR	NA	NA	2.1403112	1.833419	1.40e-01	NA	1.72	NA	9.19e-01	1.35054604
LOC105370943	NA	NA	2.1402083	2.6992167	2.33	NA	1.12	NA	-8.11e-01	1.4956850000000004
GOLGA6L2	NA	NA	2.1397184	5.1146306	1.38	2.07	1.34	-5.09e-01	1.81e-01	1.6737641428571428
HECW1-IT1	NA	NA	2.1360637	0.2667884	1.17e-01	3.19	8.66e-01	2.17	2.07	1.5451217285714285
GH1///CSHL1///CSH2///CSH1	NA	NA	-2.1341724	1.5293957	7.27e-01	NA	-1.03	NA	1.46	0.11044465999999994
LOC100130502	NA	NA	-2.1311671	2.710405	-8.40e-01	NA	2.49	NA	1.02	0.6498475800000001
LINC01425	NA	NA	2.1292176	1.8975716	-7.52e-01	-9.40e-01	4.43e-01	-1.76	1.32	0.3339698857142857
LOC105370888	NA	NA	2.1289553	3.3120496	2.16e-01	NA	1.42	NA	1.17	1.64940098
LOC101928551///ADAM29	NA	NA	2.1288515	-0.3677191	-1.62e-01	NA	1.06	NA	1.09	0.7498264800000001
VSTM2A-OT1///VSTM2A	NA	NA	-2.1281864	1.240112	-1.77	NA	7.25e-01	NA	1.44	-0.09861488000000004
LOC102546299	NA	NA	2.1263503	-1.5894768	-9.49e-01	-1.74	1.24	-3.61	1.08	-0.49173235714285707
LOC101929583///LOC101928195///LOC100996643///LOC100133920///LOC286297	NA	NA	2.1246435	2.5871988	-1.82	NA	-1.70	NA	1.61	0.56036846
LOC101929518///LOC101927088///FLJ43315///LOC442028	NA	NA	2.1244725	-0.7993101	-1.35	NA	-2.35e-01	NA	-3.33e-01	-0.11856752000000004
NBPF8	NA	NA	-2.1232304	-1.046989	4.48e-01	-1.02	-1.30	-2.13	7.07e-01	-0.9236027714285715
LOC100130548	NA	NA	2.1223849	1.7385704	2.57e-12	NA	1.63	NA	1.16	1.330191060000514
LZTS1-AS1	NA	NA	2.1176531	1.1270849	4.68e-01	1.61	3.31e-01	9.95e-01	4.54e-01	1.0146768571428573
LOC729506	NA	NA	2.1145368	0.4076514	-4.41e-01	1.32e-01	8.09e-01	3.97e-01	6.31e-01	0.5785983142857144
SENCR	NA	NA	-2.1114879	-2.3063792	-1.28	-3.33e-01	-4.63e-01	6.29e-01	-9.87e-01	-0.9788381571428574
PVRL3-AS1	NA	NA	-2.1092032	4.4372566	-1.76	-2.83	-8.50e-01	-2.18	-1.15	-0.9202780857142857
FOXN3-AS2	NA	NA	2.1081812	2.2450277	0.00	1.38	4.46e-01	-3.30	1.30	0.5970298428571429
LOC285423	NA	NA	2.1049174	1.2641398	4.10e-01	NA	6.20e-01	NA	2.32	1.34381144
LOC101927620	NA	NA	2.1027099	-1.7403086	-1.86e-01	2.33e-01	4.14e-01	-2.06e-01	-6.50e-01	-0.004656957142857172
DEPDC1-AS1	NA	NA	2.1009512	0.1326338	1.07	-1.21	7.93e-01	-8.43e-01	1.98	0.5747978571428572
DEFB106B///DEFB106A	NA	NA	-2.1006816	-1.808442	-9.95e-01	NA	1.23	NA	1.62	-0.41082472000000003
LOC101927588	NA	NA	2.0992288	0.3479543	5.84e-01	2.26	-6.28e-01	2.17	9.79e-01	1.1160261571428571
LOC157931	NA	NA	-2.0938831	2.318713	2.57e-12	NA	3.13e-01	NA	7.03e-01	0.2481659800005139
LOC100507670	NA	NA	2.0883038	2.5325009	9.67e-01	NA	4.74e-01	NA	1.58	1.52836094
LOC101928658	NA	NA	2.0879339	2.4199029	1.57	NA	1.31	NA	1.50	1.7775673600000002
CYP4A22///CYP4A11	NA	NA	-2.0872817	2.5433397	-1.36	NA	8.42e-01	NA	1.58	0.3036116
HCP5B	NA	NA	-2.0868448	2.009813	-5.41e-01	9.64e-01	1.07e-01	-1.20	-9.14e-01	-0.2372902571428572
PRSS30P	NA	NA	-2.0855425	3.938753	-1.86e-01	1.51	8.41e-01	2.38	1.44	1.1197443571428571
LOC100506526	NA	NA	2.0840543	3.4362615	-1.44	9.71e-01	3.00e-01	3.80	-7.25e-01	1.2037594000000003
LOC283484	NA	NA	-2.0815375	3.4664097	-9.72e-01	NA	-9.77e-02	NA	1.61	0.38503444
DLG3-AS1	NA	NA	-2.0785547	-0.331935	-2.77	1.14	5.71e-01	8.23e-01	-8.77e-01	-0.5033556714285716
C10orf126	NA	NA	2.0764373	-0.4290867	-1.31	8.45e-01	5.30e-01	-7.08e-01	1.69	0.38490722857142856
LOC101927653	NA	NA	2.0756208	3.0190987	1.08e-02	-1.31	1.36e-01	-1.76	1.25	0.48878849999999996
LOC100996654	NA	NA	-2.070036	2.803309	-1.28	1.16	-2.13e-01	6.95e-01	1.34	0.3478961428571429
LOC102725420///LOC102724888	NA	NA	2.0687176	2.1901353	1.93e-01	NA	4.22e-01	NA	6.93e-01	1.1133705799999998
LOC102724009	NA	NA	-2.0640765	2.3139701	-2.13	4.61e-01	5.26e-01	1.63	-5.38e-01	0.028413371428571445
LOC101929036///PAH	NA	NA	-2.0637918	3.5896822	9.55e-01	NA	9.14e-01	NA	2.25	1.12897808
DARS-AS1	NA	NA	2.0629183	4.9936808	2.84	5.26	1.92	8.02	1.88	3.853799871428571
CEMP1///AMDHD2	NA	NA	2.0616854	7.0299459	1.67	NA	3.20	NA	1.61	3.11432626
LOC101929269	NA	NA	2.0553001	-0.0434159	-1.17	9.76e-01	5.15e-01	6.02e-01	7.82e-01	0.5309834571428572
FLJ45513///TAC4	NA	NA	2.0507848	2.8516629	3.23e-01	NA	1.92	NA	9.29e-01	1.61488954
LOC645321	NA	NA	2.048569	3.8082084	-1.64	NA	7.15e-01	NA	-1.64	0.6583554800000002
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1	NA	NA	2.0447385	6.292116	1.63	NA	-4.41	NA	-6.17e-01	0.9879709
C12orf80	NA	NA	2.0435026	7.6345593	1.12	1.57	1.41	2.22	2.10	2.5854374142857144
SLFNL1-AS1	NA	NA	2.0428998	2.6360268	8.92e-01	6.34e-01	1.13	6.64e-01	1.11	1.3012752285714286
BPESC1	NA	NA	-2.0418795	1.6871561	0.00	-6.68e-01	4.46e-01	3.75e-01	1.43	0.1754680857142857
LOC100129098	NA	NA	-2.0418223	0.212243	1.46	NA	-1.06e-01	NA	1.75	0.25488414
LOC648761///FAM201B	NA	NA	2.0401986	3.5274831	1.36	NA	8.64e-01	NA	9.52e-01	1.74873634
LOC100506667	NA	NA	-2.0361159	3.8387636	0.00	NA	5.88e-01	NA	2.95e-01	0.53712954
LINC00606	NA	NA	2.0358265	-1.7155888	6.26e-02	1.80	7.31e-01	8.92e-01	1.28	0.7265482428571428
MIR7515HG///MIR7515	NA	NA	2.0342748	2.8177204	1.23	NA	8.82e-01	NA	1.62	1.7167990400000002
IGF2BP2-AS1	NA	NA	-2.0321204	3.0086823	-9.45e-01	-1.31	1.52	-1.24e-01	2.06	0.31108027142857136
TLR8-AS1	NA	NA	2.0317163	-1.315859	2.57e-12	-1.25	7.22e-01	-5.28e-01	1.40	0.15140818571465284
LOC645485	NA	NA	-2.0260428	-1.4268271	2.57e-12	2.89e-01	1.70e-01	-1.09e-01	1.29	-0.2589814142853471
LOC100130778	NA	NA	2.0234569	3.0729487	-4.95e-01	NA	7.21e-01	NA	1.38	1.34048112
LOC102723532///LOC101927079///LOC727924///OR4N4	NA	NA	2.0234556	3.4398786	2.57e-12	NA	9.74e-01	NA	1.40	1.5674668400005143
LOC101926997	NA	NA	2.0227697	1.6268224	-1.01	NA	1.71	NA	1.51	1.17191842
LOC101928255	NA	NA	-2.0227435	0.1880898	-1.07	NA	4.31e-01	NA	2.47e-01	-0.44533074
LINC01226	NA	NA	2.0220222	3.8004854	-9.73e-01	1.36	-2.90	1.55	8.40e-01	0.8142153714285715
ACSM2A	NA	NA	2.017291	-1.5293902	-6.96e-01	1.00	-9.48e-01	1.13	1.11	0.29770011428571436
PALM2-AKAP2///PALM2///AKAP2	NA	NA	2.0165591	0.9285244	-9.78e-01	NA	-4.23e-01	NA	1.52	0.6128167
LOC643549	NA	NA	-2.0163945	0.3779389	3.50e-01	NA	1.14	NA	4.83e-01	0.06690887999999992
BTF3P13	NA	NA	2.0158494	4.8019136	8.81e-01	1.66	2.47	2.10	1.50	2.204109
LOC158434	NA	NA	2.0156009	-0.4653664	2.10e-01	NA	2.27e-01	NA	7.67e-01	0.5508469
LINC01281	NA	NA	2.0145497	2.352204	1.95	9.88e-01	8.36e-01	1.85	7.76e-01	1.5381076714285715
LINC01029	NA	NA	-2.0116334	0.4373264	2.57e-12	1.36	2.45e-01	2.12	1.24	0.48438471428608143
LOC729224	NA	NA	2.009958	3.8662837	-5.38e-01	6.01e-01	-8.48e-02	5.84e-01	2.12	1.2226345285714284
TTTY6B///TTTY6	NA	NA	2.0077156	4.406997	-1.15	NA	7.40e-01	NA	1.44	1.4889425199999997
LOC338694	NA	NA	2.0072213	-0.5248924	1.02	1.43	8.57e-01	-2.10	1.33	0.5741898428571428
LOC643659	NA	NA	2.0066406	1.2421102	2.57e-12	NA	6.75e-01	NA	1.10	1.0047501600005142
LINC00205	NA	NA	2.0059128	2.06425	-8.44e-01	NA	-1.46e-01	NA	8.22e-01	0.7804325600000002
LOC100506530	NA	NA	-2.004313	3.5271002	4.92e-01	4.43e-01	4.94e-01	-1.33e-02	1.27	0.6012124571428572
DPH6-AS1	NA	NA	-2.0034834	0.2559795	-3.84e-01	6.38e-01	5.67e-01	3.40e-01	1.52	0.13335658571428574
TBX18-AS1	NA	NA	-2.0004619	2.3606469	-1.29	1.22	3.42e-01	1.01	1.68e-01	0.25859785714285716
LOC101927709	NA	NA	1.9961133	0.3565557	-4.33e-01	8.11e-01	-1.91e-01	-9.32e-01	1.84	0.4925241428571429
LOC646588	NA	NA	-1.995824	1.6073246	-1.77	NA	-2.86	NA	-7.96e-01	-1.1628998799999999
STAM-AS1	NA	NA	1.9943259	1.5955177	5.07e-01	1.17	7.75e-01	1.59	-1.05	0.9402633714285714
LOC101928767	NA	NA	1.9913826	-0.5664761	6.29e-01	2.36	9.98e-01	4.43	1.89	1.675986642857143
LOC101928405	NA	NA	1.9899379	0.3889885	2.57e-12	1.62	4.30e-01	1.16	8.37e-01	0.9179894857146529
LOC100130458	NA	NA	-1.9897036	2.6530462	1.33	NA	5.41e-01	NA	1.24	0.7548685199999999
TTTY7B///TTTY7	NA	NA	1.9874081	2.8158866	-1.00	NA	9.51e-01	NA	1.89	1.3288589399999997
LINC00867	NA	NA	1.9870677	3.805039	-8.26e-01	1.85	-3.95e-01	7.46e-01	1.22	1.1981581000000003
LINC01505	NA	NA	1.9860218	1.0677193	2.57e-12	1.16	1.11	1.65	1.40	1.1962487285717958
TBX2-AS1	NA	NA	-1.9854205	3.7585497	2.62e-02	6.59e-01	-2.00	-7.79e-01	-9.31e-01	-0.17881011428571428
PIK3CD-AS2	NA	NA	-1.9853428	2.1808024	-8.06e-02	2.71e-01	1.36	-9.17e-01	1.08	0.2726942285714286
LOC171391	NA	NA	-1.9826727	1.9244931	-4.98e-01	1.20e-01	1.27	-8.85e-01	-5.99e-01	-0.09288279999999997
MGC32805	NA	NA	-1.9819447	1.9528071	-2.09	-9.48e-01	9.51e-01	-1.44	8.69e-01	-0.38387679999999996
LOC728445	NA	NA	1.9811868	2.2297881	2.57e-12	NA	1.00	NA	1.42	1.3261949800005142
LOC101929004	NA	NA	1.9797754	4.211828	0.00	NA	8.48e-01	NA	1.20	1.64792068
LOC100996782///MED18	NA	NA	1.979723	3.2082611	2.31	NA	3.49	NA	1.11	2.4195968199999998
LOC100287704	NA	NA	1.9773845	1.5832511	-6.03e-01	9.81e-02	4.86e-01	1.30	2.69e-01	0.7301050857142858
NSAP11	NA	NA	1.9773357	0.4425031	2.57e-12	NA	-1.90e-02	NA	1.37	0.754167760000514
ACTG1P17	NA	NA	-1.9746646	2.2345626	-7.35e-01	1.61	1.11	-2.17e-01	-1.22	0.115414
SSX7///SSX3///SSX5	NA	NA	1.9728852	1.3193079	9.32e-01	NA	2.48e-01	NA	1.43	1.1804386199999999
LOC101929341	NA	NA	-1.9694813	1.6351307	0.00	4.81e-01	-6.27e-02	6.67e-01	1.54	0.32727848571428575
LINC01016	NA	NA	1.9679601	1.2643658	-1.36	3.22e-01	1.73	1.17	-1.56	0.5049037
LOC100507006	NA	NA	-1.9623635	1.1937061	-8.86e-01	-7.39e-01	2.22	-2.54	-8.71e-01	-0.5120939142857143
DIO2-AS1	NA	NA	1.9603811	0.5879663	-1.60	8.95e-01	6.51e-01	1.11	1.52	0.7320496285714285
CLIP1-AS1	NA	NA	1.9600226	3.8585367	-2.88e-01	5.46e-01	4.47e-01	-7.21e-01	1.20	1.0003656142857145
MIR3150B///MIR3150A///LOC286149	NA	NA	1.9563691	2.4624349	2.38	NA	2.69	NA	2.57	2.4117608
LOC400794	NA	NA	1.9562173	1.3305793	8.56e-01	8.73e-01	7.10e-01	3.19e-01	1.94	1.1406852285714284
LOC286114	NA	NA	1.9540304	3.9898276	-1.08	-6.48e-02	1.64	-3.81e-01	1.01	1.0097225714285714
C10orf71	NA	NA	1.9532645	4.7639676	-8.43e-01	6.88e-01	7.68e-01	1.29	1.18	1.400033157142857
WWTR1-AS1	NA	NA	1.9517412	1.9171179	1.00	1.39	1.45	9.06e-01	1.36	1.4249798714285713
LOC101930531///LOC101930288	NA	NA	-1.9507652	-0.4841873	8.60e-01	NA	-6.11e-01	NA	-1.70	-0.7771905
LOC100996349	NA	NA	-1.9504494	3.7328605	-5.92e-01	1.65e-01	1.77	6.19e-01	-5.64e-01	0.4543444428571428
LINGO1-AS1	NA	NA	-1.9463255	2.5961729	-1.94e-01	4.25e-01	-1.66	-5.10e-01	1.01	-0.03987894285714285
LOC105376360	NA	NA	-1.9450669	2.5454914	2.17	5.73e-01	-6.42e-01	1.03	5.54e-01	0.6122035
TBC1D22A-AS1	NA	NA	1.9447002	-1.6188213	1.20	8.61e-01	8.44e-01	8.67e-01	8.16e-01	0.7019827
LOC339685	NA	NA	1.9437806	3.0741648	1.14e-01	NA	9.96e-01	NA	9.61e-01	1.41778908
LOC400620	NA	NA	1.9436147	1.7431783	1.04	4.55e-01	1.27	-5.08e-01	1.25	1.0276847142857144
LOC100507283	NA	NA	-1.9414505	-2.1865956	-2.52	-4.42	1.06	-5.80	-2.56	-2.624006585714285
ALKBH3-AS1	NA	NA	1.9414222	1.289971	1.48	4.17e-01	7.09e-01	1.21	1.73	1.2539133142857142
UBXN7-AS1	NA	NA	-1.9373929	-4.7882667	-1.26	-1.04	-1.33e-01	-1.19	-1.35e-01	-1.497665657142857
LOC105371401	NA	NA	-1.9359223	-4.7408606	-9.48e-01	NA	-1.41	NA	-2.22	-2.2509565800000004
ZNF670-ZNF695///ZNF670///ZNF695	NA	NA	1.9352567	-2.315381	0.00	NA	-1.63	NA	1.03	-0.19602485999999994
LOC101929144	NA	NA	1.9321482	0.5662399	1.20	-2.77	1.18	-7.91e-01	1.45	0.3953411571428571
ACTR3BP2	NA	NA	1.927925	4.702498	5.64e-01	1.42	-3.11e-01	1.60	-4.77e-01	1.346631857142857
RTEL1-TNFRSF6B///RTEL1	NA	NA	1.9247204	10.001358	1.28e-01	NA	2.21	NA	1.37	3.12681568
LOC105373738	NA	NA	1.9224473	-6.4221031	-1.55	NA	-1.04	NA	-2.84	-1.9859311599999998
LINC00527	NA	NA	1.9217644	5.1431704	2.57e-12	NA	3.26e-01	NA	1.84	1.846186960000514
LOC100506022	NA	NA	-1.9209984	0.379243	-4.15	-5.44e-01	1.59	-9.85e-01	-2.31	-1.1343936285714287
LOC101928850	NA	NA	1.9208313	0.0465725	2.57e-12	-1.28	-6.99e-01	-9.97e-01	1.15	0.020200542857509957
LINC00475	NA	NA	-1.9203078	5.0339639	-5.57	-4.37e-02	1.10	1.80e-01	-2.38	-0.5142919857142857
LOC728196	NA	NA	1.9195952	1.3718993	1.21	NA	1.28	NA	1.37	1.4302989
KRBOX1-AS1	NA	NA	1.9185676	-0.1543562	2.57e-12	-8.47e-01	1.63	-1.66e-01	9.71e-01	0.47888734285750995
VN1R10P	NA	NA	1.9183246	-0.1936217	0.00	3.08	8.90e-01	4.55	1.62	1.6949575571428572
LOC105375527	NA	NA	1.9164262	-1.866277	2.57e-12	NA	8.92e-01	NA	1.14	0.4164298400005141
PROX1-AS1	NA	NA	-1.9159204	-0.5531653	1.03	-1.05	1.45e-01	-1.01	3.94e-01	-0.4228693857142857
LOC729296	NA	NA	1.9156907	-0.596032	-6.73e-01	NA	1.30	NA	7.93e-01	0.54793174
MGC10814	NA	NA	1.9153293	3.534743	-5.94e-01	2.75e-01	8.70e-01	5.37e-01	3.92e-01	0.9900103285714287
LINC01616	NA	NA	-1.9150944	2.8813142	9.35e-01	NA	3.40e-01	NA	-1.60	0.1282439599999999
LOC100653005	NA	NA	1.9148692	2.7178438	0.00	NA	5.61e-01	NA	1.39	1.3167426
LINC00862	NA	NA	1.911119	3.1998827	-3.94e-01	-1.11	1.42e-02	1.10	7.38e-01	0.779885957142857
LOC105371046	NA	NA	1.9107325	3.2931851	8.18e-01	NA	5.53e-01	NA	-3.46e-01	1.24578352
LOC285696	NA	NA	1.9090762	-0.0857129	-1.57	8.67e-01	1.27e-01	-5.05e-01	-8.84e-01	-0.020233814285714326
LOC440117	NA	NA	1.9060416	3.5298197	0.00	2.54e-01	6.85e-01	7.25e-01	1.39	1.2128373285714287
LOC101928035	NA	NA	1.9048309	2.2546243	1.00	2.31	5.45e-01	1.28	1.53	1.5463507428571428
KIR3DX1	NA	NA	-1.9026341	2.5765871	-4.55e-01	2.21	-1.14	2.35	-1.09	0.36413614285714285
LOC284669	NA	NA	1.9018964	4.0692106	-1.03	NA	1.68	NA	1.20	1.5642213999999999
TSPEAR-AS2	NA	NA	-1.8942059	2.2528344	-1.36	6.68e-01	-3.41e-01	-2.13	1.28	-0.21776735714285717
LOC550113///UBA6-AS1	NA	NA	1.8919349	3.4531579	9.76e-01	NA	5.49e-01	NA	1.44	1.66201856
FNDC7	NA	NA	1.8879521	-2.8721923	-1.17	1.29	8.68e-01	1.61	6.23e-01	0.31953711428571424
ERICH3-AS1	NA	NA	1.8847473	3.9337916	2.03e-01	-1.99e-01	9.11e-01	1.00	1.24	1.2819341285714287
LYZL2///LYZL1	NA	NA	1.8841184	4.0003378	0.00	NA	1.47	NA	1.67	1.80489124
DLGAP1-AS2	NA	NA	-1.8834999	2.1252505	-6.82e-01	1.14	5.06e-01	2.37	1.75	0.7608215142857143
SHANK2-AS2	NA	NA	1.8832802	1.1329793	1.14	-9.25e-01	-2.52e-01	-5.07e-01	1.32	0.5417513571428572
LOC101930243///LOC101929865	NA	NA	1.8831457	2.521613	1.37	NA	5.59e-01	NA	1.36	1.5387517400000001
LOC101928510	NA	NA	1.8805999	-1.3256132	-6.29e-01	NA	-5.89e-01	NA	2.74	0.41539734
LOC286359	NA	NA	-1.8794539	6.0968162	9.34e-01	3.08e-01	1.29	3.12e-01	1.62	1.2401946142857143
TRIM64EP	NA	NA	-1.8759777	2.0953706	2.57e-12	1.63	1.58e-01	6.85e-01	6.72e-01	0.48062755714322425
ANKRD18B	NA	NA	-1.8758183	-1.5013073	-5.64e-01	-5.02	6.20e-01	-4.16	-2.70	-2.1715893714285714
LINC00529	NA	NA	-1.8752802	2.3435004	-4.14e-02	1.21	-5.88e-01	-9.02e-01	1.23	0.19668859999999994
LOC100996404	NA	NA	-1.8724397	-1.3364386	-6.43e-01	NA	3.09e-01	NA	1.44	-0.42057566
LINC00507	NA	NA	1.8722238	0.0304005	2.57e-12	1.99	6.18e-01	1.50	1.73	1.1058034714289386
LINC00939	NA	NA	1.8720724	2.1155843	-1.36	-2.17e-01	5.18e-01	-1.37e-01	1.60	0.6273795285714286
LOC101929297	NA	NA	1.871555	0.5494763	2.57e-12	1.27	6.82e-01	-6.68e-01	1.52	0.74643304285751
PIH2	NA	NA	1.8704899	-2.9891459	-9.47e-01	NA	6.95e-01	NA	1.07	-0.06013120000000005
BRWD1-IT2	NA	NA	-1.8691837	3.1154708	-4.07e-01	1.71	1.83	2.05	-5.37e-02	0.9107981571428571
LINC00424	NA	NA	1.8674827	0.4564964	-1.13	6.56e-01	1.19	2.50	1.88	1.0599970142857142
LOC101928707	NA	NA	-1.8673327	2.3942801	-1.24e-02	-1.08	1.38	-7.42e-01	1.62e-01	0.03350677142857142
LOC102723479	NA	NA	1.8667335	2.6979818	5.39e-01	NA	7.92e-01	NA	-1.55	0.8691430599999999
LOC100128198	NA	NA	1.8665545	4.6902848	8.82e-01	NA	1.49	NA	6.14e-01	1.9085678600000002
EWSAT1	NA	NA	1.8664066	-0.4761088	-9.46e-01	-1.37	7.71e-01	-1.76	5.18e-01	-0.19952888571428576
ZNF619	NA	NA	-1.862556	-2.4255525	1.18	-6.24e-01	-1.11	-2.88	-1.35	-1.2960155
ARHGEF7-AS2	NA	NA	-1.8622309	0.6666128	-1.18	1.83	1.62e-01	-3.95e-01	7.45e-01	-0.004802585714285649
LOC101927278	NA	NA	1.8588176	2.4027501	2.09	NA	5.06e-02	NA	-9.41e-01	1.09223354
LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1	NA	NA	1.8587328	2.4103026	-1.60e-01	NA	1.17	NA	1.01	1.2578070799999999
LINC00641	NA	NA	1.8579254	1.3177338	0.00	-2.67	-8.90e-01	-3.99	3.72e-01	-0.5717629714285714
LINC00536	NA	NA	1.8568112	-0.0625728	-3.25e-01	-1.52	-3.02e-01	-8.54e-01	9.60e-01	-0.03525165714285713
LOC399900	NA	NA	1.8547987	-2.1871743	1.00	NA	-2.17	NA	1.76	0.051524879999999974
GHET1	NA	NA	1.8527888	2.3821508	-2.00e-01	2.02e-01	1.24	5.50e-01	2.45	1.2109913714285714
LINC00452	NA	NA	1.8509771	1.1513251	-8.19e-01	1.79	1.06	-4.02e-01	-5.75e-01	0.5794717428571428
LINC01361	NA	NA	-1.8506806	0.9942858	-1.94	5.79e-01	1.00	1.24	1.33	0.19322931428571427
KIF25-AS1	NA	NA	-1.8498901	1.7774549	1.35	1.23	6.84e-01	1.96e-01	1.64	0.718223542857143
LOC101928526	NA	NA	1.8489892	-0.1923603	-7.80e-01	NA	6.14e-01	NA	1.20	0.53812578
LOC101927660	NA	NA	1.846584	1.8944555	2.57e-12	1.51	4.99e-01	3.06e-01	1.83	1.1265770714289387
LOC101929305	NA	NA	1.8457419	1.5223642	-1.01	NA	-8.64e-01	NA	1.86	0.67082122
LOC105378749	NA	NA	1.8456423	-1.5550109	1.03	NA	-1.56	NA	1.95	0.34212627999999995
LOC105377143	NA	NA	1.8430638	2.4416307	4.67e-02	NA	8.12e-02	NA	9.02e-01	1.0629189
LOC105373876	NA	NA	-1.8419958	-1.085523	2.57e-12	-1.50	-3.61e-01	5.62e-01	1.00	-0.46093125714248995
RASSF1-AS1	NA	NA	-1.8408217	2.3962689	-1.61	-6.76e-01	9.63e-01	4.15e-01	-3.52e-01	-0.10065040000000004
LOC375196	NA	NA	-1.8405824	-0.7977616	-7.54e-01	-5.75e-01	-4.11e-01	7.85e-01	6.63e-01	-0.4186205714285713
LINC01333	NA	NA	1.8400489	-0.1390257	-5.84e-01	1.40	4.94e-01	1.79	1.02	0.831574742857143
FLJ21408	NA	NA	1.8376788	2.3810919	7.92e-01	-1.23e-01	1.53	6.74e-01	1.30	1.1988243857142857
OR4C1P	NA	NA	1.8350238	0.9128443	2.57e-12	2.25e-01	6.42e-01	4.44e-01	1.15	0.7441240142860815
LOC340340	NA	NA	1.8339131	0.1569799	1.24	NA	-3.98e-01	NA	1.29	0.8245785999999999
LOC100132207	NA	NA	-1.8336509	0.5352627	-7.83e-01	NA	9.10e-01	NA	5.65e-01	-0.12127764
C8orf49	NA	NA	1.8307517	2.6498439	2.57e-12	-7.98e-01	-1.11	1.06	9.09e-01	0.6487993714289386
MIR3976HG	NA	NA	1.8301637	-0.0279505	-7.30e-02	1.60	-9.13e-02	5.47e-01	1.21	0.7135590285714286
RGMB-AS1	NA	NA	1.8294453	1.2944001	5.68e-01	-2.88	5.56e-01	-2.72	1.15	-0.02887922857142858
LINC00477	NA	NA	1.827125	-0.314885	2.57e-12	5.45e-01	6.65e-01	1.90	1.34	0.8517485714289386
LOC100996542	NA	NA	-1.8248439	1.9785849	-1.10	NA	6.93e-01	NA	-7.75e-01	-0.20565180000000005
LINC01541	NA	NA	1.8238484	-0.514441	0.00	-2.01e-01	4.35e-01	4.95e-02	1.47	0.43755820000000006
LOC101929384	NA	NA	1.8224237	2.4606552	-9.78e-01	-4.86e-02	7.04e-01	2.16	1.11	1.0329255571428573
LOC105376944	NA	NA	1.8208774	4.1661184	1.49	NA	1.09	NA	1.85	2.08339916
LOC101927093	NA	NA	1.8201233	4.7557002	9.88e-01	NA	1.68	NA	1.34	2.1167647
LOC101929902	NA	NA	1.8178219	1.4420323	9.57e-01	NA	4.74e-01	NA	4.95e-01	1.0371708400000001
