Gene	GSE100163	GSE110169	GSE110174	GSE11907-96	GSE11907-97	GSE121239	GSE138458	GSE17755	GSE185047	GSE22098	GSE29536	GSE49454	GSE65391	GSE72326	GSE8650-96	GSE8650-97	GSE88884-1	GSE88884-2	GSE99967	GSE108497	Average
TAS2R14	NA	-0.0298191	1.3262424	-2.1245956	0.684701	1.4362067	2.9848518	NA	5.2966702	NA	NA	0.0792826	8.72e-01	-0.0248595	2.0286529	1.039847	NA	NA	-1.4590395	-2.57723623565732	0.6809217617387631
PLEKHG2	NA	-0.0283795	0.4287153	NA	1.899236	4.630569	2.5978032	NA	-4.5456401	NA	-3.819957	-0.0138639	-5.79	-0.0628032	NA	0.835841	1.160966631	-4.633364377	-1.2519189	-1.03401454628606	-0.6417873594857374
TSTD1	NA	-0.0279014	-3.6394488	NA	-1.670322	5.1829651	-4.4913017	NA	-8.2855229	NA	NA	-2.8848528	-4.25	-2.9176716	NA	-2.56549	NA	NA	-1.6567155	-4.34890607562608	-2.6295973063021734
FAAH2	NA	-0.0275627	-1.1229375	NA	0.865544	3.2063085	-2.496788	NA	-2.6615217	NA	NA	-0.3280478	4.29e-01	-0.3274415	NA	1.013966	0.417254332	0.824837702	-2.336307	0.485896517842301	-0.1469856534398357
SNAP47	NA	0.0246657	-1.2117453	NA	-3.972796	3.2900521	3.7799503	NA	-7.3807811	5.00e-01	-2.406778	-0.7969556	-3.59	-0.575445	NA	-5.44814	0.640467222	1.229132804	-3.4282243	-2.51171342393027	-1.3661444123706417
ST6GALNAC2	NA	0.0244771	1.1760023	1.9099375	NA	1.0368911	0.4551608	3.689666	-1.632428	-1.96	0.691948	0.1981924	3.76	-0.0034272	0.2291378	NA	1.116928857	-1.790557638	0.2116935	3.15349570453952	0.7215951896199717
ZNF107	NA	-0.0212264	1.2483491	-1.8874155	2.471185	-3.7150298	2.7677392	-0.096918	-3.4878577	-2.81e-01	NA	1.5712716	7.49e-01	1.6190575	-0.5723746	2.17698	0.777950686	-8.490262708	-0.2379457	-0.835321890998732	-0.34687884516659623
FBXL22	NA	0.020858	-1.0944309	NA	0.541855	-0.6517929	2.3998399	NA	-2.0007862	NA	NA	-0.6461212	4.83e-01	-0.6228798	NA	1.744224	-0.397861597	1.344406845	-0.6050316	0.34645386865669	0.06155238690404928
ZNF780B	NA	0.0208337	-1.4891049	-0.3224027	-2.514386	2.6135733	2.3565848	NA	-5.2930899	NA	NA	-0.4033594	1.30	-0.274214	-0.5695948	-1.80328	-0.956674003	-5.324161778	-1.5054221	0.397703393832718	-0.8604371491979552
METTL14	NA	0.0205923	1.5718104	NA	-2.363283	-6.2831621	-1.6805574	NA	-5.6894994	NA	NA	0.1522484	-5.18e-01	0.1032256	NA	-3.364829	0.618838235	4.217144792	1.0243147	-0.524398195845965	-0.9082539049175693
CCL20	NA	-0.0205069	-1.4947062	-0.5820061	NA	-0.1090195	2.1885318	NA	2.9273503	NA	NA	-0.7577075	-8.86	-0.5387023	1.5772691	NA	-2.606657963	0.488622633	-1.4762914	-1.36910811338346	-0.7594951530988184
SLC28A2	NA	-0.0174504	-0.8739651	-5.75743	NA	1.8258695	3.3070276	-0.659368	1.4619126	NA	NA	-0.0496368	1.15	-0.1998717	2.9480159	NA	0.517818896	0.914737237	-0.4694067	0.488653349366257	0.30579375882441706
GPR82	NA	0.0161002	-3.3720656	NA	0.24472	-4.0468487	2.4610784	NA	-6.3381911	NA	NA	0.531564	-5.14	-0.6655762	NA	1.61778	1.347590918	1.021632832	-1.1420656	-1.37488906419314	-1.059940708156653
NLRP7	NA	-0.0152967	1.6044928	NA	-0.811754	2.4890683	3.9322482	NA	-4.1641082	NA	NA	-0.8831675	-6.83	-0.9479384	NA	-0.420657	-0.194039747	-0.258248808	-0.0093719	0.419483288312791	-0.43494926190622923
OR10A5	NA	-0.0143667	0.9678743	NA	NA	0.6329437	2.843397	NA	0.7629842	NA	NA	-1.349233	1.28	-1.3270472	NA	NA	0.528775997	1.117290263	-0.9628688	-0.0845167331209041	0.36626941890659137
LOXL1	NA	0.0142862	0.2455656	-1.8373749	NA	2.6699824	3.8165124	NA	2.2168981	NA	NA	-1.7120227	6.81e-01	-1.8750913	-2.0433429	NA	1.161099867	0.88425005	-0.2745958	0.00312824006990229	0.28216394693356445
IGSF5	NA	-0.0142629	-1.058837	NA	0.157172	2.2914131	5.9856289	NA	-0.9491043	NA	NA	-0.503967	NA	-0.592778	NA	2.271206	-1.165053939	1.411491217	-0.1782449	NA	0.6378885981666665
TBL3	NA	-0.0142603	-0.11036	-0.564576	NA	0.3587225	1.6712976	1.615062	-3.9894731	NA	-1.369797	-0.3854765	-2.00	-0.2210342	0.2509342	NA	1.184268283	-0.147261119	-2.2718286	-1.5074906157185	-0.4688295532324063
SLC27A5	NA	0.013564	0.8675952	-2.8631258	-0.649615	5.229952	-0.032065	NA	-4.6899334	7.77e-01	NA	-1.1242504	7.57e-02	-0.9780759	-3.147279	-1.075201	0.231888157	0.002381901	-1.1323984	-4.39327374260423	-0.75806684615319
ABCA11P	NA	0.0126658	-1.6245077	-2.4016597	NA	0.8731932	2.6548546	NA	-1.9150039	NA	NA	-1.0008234	-2.06	-1.2951093	-1.678718	NA	-1.339719596	-1.738722092	NA	-3.30365165097214	-1.1397847491517032
IFNA17	NA	0.0120608	-0.4855988	-3.0096674	NA	-3.6609148	2.977917	NA	0.3464804	NA	NA	-0.748796	2.16e-01	-0.6825764	1.8933415	NA	-0.210005879	0.162746967	-2.407207	NA	-0.4304784316923077
ZFP42	NA	0.011111	-3.8283749	NA	1.550108	5.0414643	-1.264282	NA	2.7776866	NA	NA	-1.5277179	-8.24e-01	-1.8445885	NA	0.406651	-0.592661235	-1.02335978	-1.3758483	0.614350703985246	-0.13424721507248233
C10orf82	NA	-0.0105238	0.4745122	NA	-0.338382	0.8616514	4.3946603	NA	0.92465	NA	NA	-1.7165365	1.27	-1.7026931	NA	1.411935	0.228414748	-0.456908368	-1.1521777	0.215615584327095	0.31458698316622097
RSPO2	NA	0.0099947	-1.3447953	NA	2.167968	0.487856	3.253657	NA	-1.869751	-3.23	NA	1.9036749	1.61	1.8196696	NA	3.189548	-0.54167875	2.883748531	1.2421474	1.41855235937246	0.8667060960248308
C11orf84	NA	-0.0084153	-0.5978175	NA	3.639325	1.390003	-1.3836144	NA	-1.5528512	NA	-0.741784	-0.1541922	1.58	-0.1632689	NA	5.108732	-0.179098172	-2.38498692	-0.092076	NA	0.31856824342857154
OR1C1	NA	0.0082475	-1.6028266	NA	NA	2.5504713	3.0551918	NA	1.237973	NA	NA	-0.3848811	7.67e-01	-0.4701603	NA	NA	2.362397265	2.533508762	-0.8492956	0.960988945470215	0.8473845810391846
RTN4R	NA	-0.0075433	-1.1617279	NA	1.259371	4.9336441	1.6931725	-1.039066	-4.2783084	NA	-6.497681	-0.9866475	-1.39	-0.6391988	NA	2.169564	0.72916535	-1.25751957	-1.3395924	-1.32564908087596	-0.5711260625547475
SENP3	NA	-0.0073919	-5.8877028	-3.589015	NA	-7.9254127	4.8257828	2.241585	2.2800381	NA	NA	-0.3605455	-7.25	-0.2062185	1.862901	NA	-1.441134299	-7.884641885	NA	1.36370247214495	-1.569860943703932
KCTD1	NA	0.0067708	-1.2062257	NA	1.861471	1.8239383	2.6408607	NA	2.8620419	NA	NA	-1.8808105	-2.33	-1.4967729	NA	3.808486	1.356321505	-5.492999067	-0.709241	1.81474665601287	0.21847054957234777
LYG2	NA	0.0055052	0.0189485	NA	NA	-6.5370822	3.9190471	NA	0.5999419	NA	NA	2.0033877	NA	1.855264	NA	NA	-1.380003231	-0.158732053	-1.2694	2.25978005911795	0.11969608864708631
C9orf69	NA	0.0028102	-1.0373422	NA	-0.362973	-2.8574207	-1.3464245	NA	4.260758	NA	NA	3.0039543	-6.31	2.6946321	NA	0.519724	-0.408128589	-2.649771404	-1.699974	NA	-0.4761658302307692
TMEM192	NA	-0.0014504	0.7135617	NA	-0.658636	-10.4911453	-0.5638321	NA	4.4322676	3.47	NA	0.3037164	2.74	0.440511	NA	-0.098499	-0.014050347	-0.35367	0.3447336	-3.31019224892997	-0.20311233972866463
CCDC127	NA	0.0013212	-2.6646737	NA	-1.601509	1.2491595	-0.2714013	NA	-5.4676199	2.58	-4.953156	-1.2244306	-1.91	-0.8430265	NA	-2.496011	-1.104650004	1.636767546	-1.4630236	-2.03668426851677	-1.285558601657298
PRR14L	NA	NA	6.1336842	-4.5997546	0.839973	-4.6374252	5.6762007	NA	10.4183957	NA	NA	-3.3644248	-3.88	-3.0168878	-0.9447379	1.299376	0.307214117	2.499971596	1.4789816	-3.20159187328023	0.3339316493146514
RUSC1-AS1	NA	NA	-6.0673953	NA	0.104638	-2.1277107	-0.6510012	NA	5.11016	NA	NA	-0.1166797	-3.40	-0.1347659	NA	1.797211	0.327754047	-2.566993076	-0.5291907	0.377334675668146	-0.6058952964101427
LOC100190986	NA	NA	-5.043604	NA	-1.032893	1.3653059	-6.1077198	NA	5.7512568	NA	NA	-2.7768783	1.15	-2.9972313	NA	-2.107242	-2.415514139	-3.51997323	NA	-2.33367767695004	-1.6723475621625032
CLUHP3	NA	NA	-4.9709963	-0.92834	0.849295	-4.2895336	0.7080043	NA	2.735496	NA	NA	-1.6344102	4.23e-02	-1.9133725	-1.8210253	2.853837	-0.2272779	-2.115174315	-2.9785404	-4.68990416200545	-1.2253094918003635
GOLGA2P5	NA	NA	-4.9428652	-0.0111026	-2.53016	2.9384884	NA	NA	-7.2440503	NA	NA	NA	NA	NA	-0.5504409	-2.524017	-1.742940188	-4.129626836	0.2630623	1.25972852236647	-1.7467203456030482
SCARNA17	NA	NA	-4.8786898	NA	-2.789595	-4.022718	2.6607644	NA	3.053142	NA	NA	-0.7770476	-1.74	-0.8732398	NA	-4.739369	-3.538094576	-4.337589976	-1.7567736	-4.46856360979934	-2.169828812446103
MZT2B	NA	NA	-4.8683992	-2.7465779	NA	0.9786384	5.3866447	NA	1.481071	NA	NA	1.0833352	NA	1.1217056	-1.9225826	NA	-0.151423892	1.321543956	0.1495748	-0.842622783454386	0.0825756067121345
RUNX1-IT1	NA	NA	-4.8655655	0.4494731	NA	-6.3218239	0.8333866	NA	4.5303611	NA	NA	-2.2586928	-1.52	-2.3196182	0.1174004	NA	-2.64269584	-5.646304892	-2.0234591	-2.9601932392792	-1.8944409439445538
MIAT	NA	NA	-4.761482	NA	-1.920518	-2.1987339	-5.2204635	NA	3.7654653	-2.54	-1.021036	-3.0654762	1.02	-3.202869	NA	4.006476	NA	NA	-1.0931543	-1.30891319644672	-1.3492849843420556
CEP126	NA	NA	-4.6975846	NA	-2.657245	-3.6704842	3.0287992	NA	-8.3825288	NA	NA	-0.1872791	-2.53	-0.1327731	NA	-5.034284	-3.805508072	-9.235356787	-5.1867769	1.31595590277431	-3.167312727401976
GHRLOS	NA	NA	-4.6636763	NA	-0.714252	-7.5293443	1.7849129	NA	5.6853939	NA	NA	-1.4385571	6.62e-02	-1.3503965	NA	-1.055687	-3.791546241	-2.443779266	0.3506801	0.286680111182684	-1.1394901304474856
CCDC71L	NA	NA	4.5400074	NA	2.894276	5.9626085	2.5966045	NA	7.4681734	NA	NA	-1.5016305	1.34	-1.5382254	NA	4.437119	4.918648499	6.944406189	1.6903933	-0.989769425261619	2.9817393432875674
WDPCP	NA	NA	-4.4819229	NA	-0.133076	0.2873034	-4.2046121	NA	0.9005389	NA	-3.971802	-1.2858952	-4.78	-1.0864068	NA	0.528786	-5.030603223	-3.523685637	-1.9212051	-1.87319372924504	-2.183983884946074
L3MBTL1	NA	NA	-4.4611416	-3.2577914	NA	3.3032742	3.4902026	NA	-7.2924813	NA	-0.519053	-1.8905407	-1.48	-2.3569632	-2.7020642	NA	-0.005893123	-1.978941236	-0.3926622	-1.15681199654935	-1.478633368253525
TXLNGY	NA	NA	-4.3196688	-1.0325665	1.030932	-19.0989517	NA	NA	-12.17705	NA	NA	NA	NA	NA	-3.2236104	-1.432107	-4.232252346	-0.636115805	1.9297397	-2.48143105158744	-4.152098354780677
RPL32P3	NA	NA	-4.3070515	NA	-3.227496	4.1505088	-1.2653247	NA	-5.7705671	NA	NA	1.1795097	1.68	0.9928174	NA	-2.926873	-3.15152579	-4.658444005	0.7570555	-1.32755498800673	-1.3749958217697487
PRADC1	NA	NA	-4.2901368	NA	-1.405573	0.1367447	-1.2955074	NA	-2.7290592	NA	-6.517496	-1.5075958	-2.73	-1.3209298	NA	0.261244	-1.057285217	1.355833151	-2.6708173	-0.766160630697279	-1.752624235478377
KDM7A	NA	NA	4.2312231	1.5332279	2.024516	3.1223995	-1.1192293	NA	18.190644	NA	NA	1.6031853	-1.81	1.5581189	1.6959499	2.259322	-0.32012011	-0.611038629	3.2659446	1.28055957908354	2.460313516005569
MSS51	NA	NA	-4.0922647	NA	-0.838504	1.5101019	1.3768682	NA	-5.8091852	NA	-1.241878	0.4147043	9.62e-01	0.4241239	NA	-2.477039	-1.561627813	-3.474356176	-2.0857297	0.880855885924456	-1.143709314505396
TEFM	NA	NA	-4.0855179	0.2547175	-2.639366	-3.5966282	2.9870395	NA	-3.7204746	NA	NA	-1.4954385	-8.99e-01	-1.500583	-1.8268046	-2.472105	-1.907339882	-0.91678682	-0.7820923	-2.66700897432365	-1.684492585088243
FUT8-AS1	NA	NA	-3.9812899	NA	-0.860724	-1.7158188	-2.3485801	NA	-8.6349232	NA	NA	0.9159106	-4.29	0.6235257	NA	-1.648122	0.782223074	0.889778612	0.4248898	0.967153566916398	-1.4519982036218158
KLF3-AS1	NA	NA	-3.9550874	-2.6760699	NA	1.1977077	-4.3578926	NA	-1.5050686	NA	NA	-1.0931711	2.35e-01	-1.2392388	-4.6525106	NA	-3.886851322	-5.069938024	-2.2888038	0.838400401304298	-2.188732618822746
AP5B1	NA	NA	3.9104462	NA	1.272131	-1.417611	-0.043318	NA	7.1736458	2.49	9.426174	2.922299	4.30	2.6865429	NA	1.166324	3.704350431	4.292974081	2.8962929	6.70552426600091	3.432385038533394
COLCA1	NA	NA	-3.8768666	NA	1.029333	2.6613365	3.5669001	NA	0.9929711	NA	NA	0.2085022	NA	0.3276407	NA	2.661682	0.185124199	1.166967783	-1.5326355	NA	0.6719050438181817
GGT1	NA	NA	3.8284124	NA	0.666852	1.97992	2.4460774	-2.104701	-1.6803999	NA	NA	1.4664039	2.48e-01	1.5117468	NA	0.904251	1.452971	2.353663192	NA	1.26305349232822	1.1027884834098631
TMEM241	NA	NA	-3.7642456	NA	0.910536	2.5740774	3.5174126	NA	-0.5309814	NA	2.288927	-0.1189715	-4.62	-0.0777247	NA	1.908098	0.091606969	1.708238861	-1.344575	3.33612522833743	0.4198945613098165
MEDAG	NA	NA	-3.757575	NA	-1.038047	-3.0692773	4.3683977	NA	-1.6258213	NA	NA	-1.9113937	1.28	-1.8018704	NA	1.354588	0.386852112	-0.094051121	0.5764789	0.395056360038355	-0.37974328838166505
TPT1-AS1	NA	NA	-3.6934707	NA	-1.233659	-4.5958505	-1.3960907	NA	7.0328021	NA	NA	-2.7481666	-1.90	-2.8112227	NA	-2.596276	-0.746333698	-5.233921718	-0.9082513	1.43464104495028	-1.4919845977730555
GPALPP1	NA	NA	-3.6660833	0.0241654	-2.975642	-4.0307439	3.7011405	NA	-5.4510035	NA	-3.840352	-1.352726	5.90e-01	-1.3787371	-3.6619155	-5.066948	-2.127067206	-1.656732821	-0.642728	-2.24276893787622	-2.1111338978047636
CROCCP2	NA	NA	-3.6594006	-2.393874	NA	3.6118969	2.8728033	NA	-6.7338846	NA	NA	0.7994301	7.45e-02	0.3997382	-0.5752172	NA	-0.875702302	-3.383558837	-2.5556518	-4.43390675694683	-1.2963713535343713
GSAP	NA	NA	-3.6221955	-0.9399067	NA	-5.7219664	-3.2061696	NA	-1.20877	-8.08e-01	-1.999823	-2.2056949	-2.88	-2.1444433	-1.1363966	NA	-3.978665264	-4.165621477	-1.1743275	-5.4274276973007	-2.7079605292200464
RRN3P3	NA	NA	-3.6123232	NA	-2.224867	-2.8349989	1.2932403	NA	3.4248369	NA	NA	-1.4404908	4.27e-01	-1.4138272	NA	-2.412955	-2.661206065	-2.702860998	-2.3542898	NA	-1.3760618135833333
ZNF492	NA	NA	-3.5380658	-1.9427906	NA	1.9516291	3.4202704	NA	-3.7671808	-7.65e-01	NA	-0.6686156	8.58e-01	-0.5581377	-0.4061545	NA	-1.069183465	-3.43103927	-0.131706	0.812637743997419	-0.6596668922144701
BOD1L1	NA	NA	3.4869985	NA	-1.204527	-4.7932911	1.6257977	NA	8.7779065	4.18	NA	-0.8144575	-8.22e-01	-0.7382701	NA	1.99349	-0.268360237	1.330568828	0.6305193	-0.164639626265774	0.9442668046238732
SOGA1	NA	NA	-3.4548138	-3.1992758	2.229578	7.3941638	4.7334828	NA	4.6302073	NA	-4.061302	-1.2986863	-5.27	-1.6224853	-2.2259442	1.142218	1.715010317	-1.479762403	1.3622745	-1.58318491460128	-0.06178250003757994
LINC01550	NA	NA	-3.4532383	NA	NA	-1.6947469	1.6333204	NA	0.494915	NA	NA	-0.0979931	-5.05	-0.4131816	NA	NA	-1.854823095	-5.108665201	-2.7848061	-3.12359517907259	-1.9502558250065993
SCAND2P	NA	NA	-3.4413772	2.8648653	2.767439	5.237136	3.3411226	NA	-5.0764139	1.87	NA	-0.9967156	-5.86	-0.9536241	-1.7129635	1.328497	-2.499958342	-1.823007622	-0.8712905	-1.89704176496882	-0.4827082893105513
FRG1BP	NA	NA	-3.4329701	NA	-1.560569	6.1205569	1.176756	NA	-3.3307784	NA	NA	-0.0573827	3.59e-01	-0.042485	NA	-1.24184	-1.197775334	1.580682328	NA	-2.19605524094138	-0.3185717122451149
GLIDR	NA	NA	-3.4109976	NA	1.246808	4.9753821	2.2885248	NA	-1.8781673	NA	NA	-1.3073019	5.36e-01	-1.4131661	NA	3.876235	-3.1005623	0.654300344	NA	-0.403520238845973	0.17196123376283554
TTC28-AS1	NA	NA	-3.3989576	NA	2.917262	-4.3122542	2.4315095	NA	-2.3382841	NA	NA	-1.111467	-1.17e-01	-1.489012	NA	4.935973	-0.957083751	-6.58550306	-2.4108738	NA	-1.03630758425
DLGAP1-AS1	NA	NA	3.3844291	NA	-2.514974	-2.2690943	0.690217	NA	5.8738671	NA	NA	1.1673737	3.14	1.3621333	NA	-2.870768	-0.239259771	0.297276027	0.5582637	2.8085669596686	0.8760023704360461
MYO15B	NA	NA	-3.3720309	-3.8234877	-0.662988	-1.9497477	NA	NA	1.0631338	NA	NA	NA	NA	NA	1.5279895	-0.368892	-0.570103118	-4.362583794	-0.2592429	1.548630663188	-1.020847468073818
HECTD4	NA	NA	-3.3653849	-1.5274823	-0.879939	-6.1748763	-2.9688291	NA	5.302345	NA	NA	0.4849207	-9.97e-01	0.6304554	2.1430287	2.848472	-1.077957646	-2.233746243	2.371542	-1.50161035377619	-0.46307080285174596
FDCSP	NA	NA	-3.3100795	NA	1.150051	4.6336674	4.1323366	NA	-0.355752	NA	NA	0.9224528	NA	0.941289	NA	0.843505	-0.056505329	3.6483975	-1.4496217	NA	1.0090673428181818
LINC00116	NA	NA	-3.2938104	NA	1.214233	0.466677	2.7014852	NA	-0.7215722	2.46	-5.341318	-1.0740193	-3.60	-0.7670595	NA	1.371201	0.916914725	0.576132855	-1.4931576	NA	-0.47030665857142867
CACUL1	NA	NA	3.2897357	NA	-0.921772	-2.106964	3.6856757	NA	5.2068408	-2.06e-01	7.262045	-1.5261429	-2.06	-1.4748722	NA	3.856632	-2.094806731	-2.879694067	1.339174	-1.90819757332636	0.6307769152449091
C14orf132	NA	NA	-3.2530446	-3.0044793	-1.370574	-3.9848364	NA	NA	-5.9900039	NA	NA	NA	NA	NA	-0.7185382	0.168592	-0.681610312	-2.475758212	-0.4696893	-8.240090143329	-2.7290938515753633
LOC100129034	NA	NA	3.2527428	NA	-1.464468	-3.471461	2.1702752	NA	10.3029036	NA	NA	2.894353	2.80	2.7344713	NA	1.183615	0.432260305	-4.620608589	0.6623143	-1.17832146098294	1.2075443426936199
PAXIP1-AS1	NA	NA	-3.2258168	NA	-2.688107	-1.9296558	-4.6048114	NA	-6.067363	NA	NA	-2.1476512	-7.99	-2.514604	NA	-5.138244	-1.191280246	-2.686934079	-3.586219	NA	-3.6475572104166663
LINC00926	NA	NA	-3.2098675	NA	-1.962028	-3.7536324	-1.6578924	NA	-3.708624	NA	NA	-5.7068206	-4.73	-5.4773401	NA	-2.649444	-2.614163709	-4.337482179	-3.2771348	-7.85702259866111	-3.9185732528200856
PMS2P2	NA	NA	-3.2028667	-0.5292436	NA	-9.2368512	2.7108413	NA	5.5188921	3.38e-01	5.498428	-2.9460827	-1.75	-2.9499252	-0.401364	NA	-1.625375335	-7.056927964	NA	0.905645308321475	-1.0519164279056088
ZFAS1	NA	NA	3.1635393	NA	-2.001721	3.2834543	2.659498	NA	-1.3311697	NA	NA	-1.8457976	3.05e-01	-1.664757	NA	-3.325319	-2.788402353	0.697027577	1.8362561	-2.88994898440323	-0.3001800277233254
ATG13	NA	NA	3.1622983	-1.97065	NA	-3.0943217	2.591039	NA	3.4576006	NA	-2.07962	0.7922339	2.29	0.7832731	-2.2422855	NA	1.991610755	-0.118839389	0.5583536	0.485710810768448	0.4718859626263177
POMK	NA	NA	-3.1398664	NA	NA	3.4067116	3.8288369	NA	-3.1355062	NA	NA	-0.4637692	2.43	-0.5424467	NA	NA	-0.569759279	3.961836151	-0.0819617	1.28919563044714	0.6348428002224673
RPL23AP32	NA	NA	-3.131485	-4.9508562	NA	0.4603205	2.1507545	NA	-9.3834743	NA	NA	-2.4103691	-3.32	-2.6727529	-1.7239769	NA	-2.881160597	2.081657664	-1.2003403	-2.82804544653208	-2.293056006117852
ADCY10P1	NA	NA	3.098876	NA	-2.133398	2.3010581	1.851239	NA	5.081723	NA	NA	-1.3440825	1.26	-1.2146703	NA	-2.193897	-0.130212078	-0.430824747	1.0079378	1.98095228127157	0.7026693504824284
ANKRD33B	NA	NA	3.0816867	NA	1.803628	2.5122915	3.8581275	NA	4.8900738	NA	NA	0.2597913	1.45	0.7031856	NA	1.447265	0.893528895	0.838028835	-0.4827891	0.404945817421003	1.6661356805708463
PAX8-AS1	NA	NA	-3.0598935	NA	-0.461318	-1.734387	2.91178	NA	-1.3103494	NA	NA	-0.0370503	4.59e-01	-0.019051	NA	0.562443	0.785757158	-0.60436059	-0.1207302	-0.383911524593121	-0.23169779666100931
COLGALT2	NA	NA	-3.0533379	-3.6898266	0.384842	-2.1108776	-3.3743834	NA	-4.97185	NA	NA	-2.0886407	-3.58	-1.7972965	0.7541023	2.794737	-0.094422043	-1.789588582	0.2588288	-2.5498987717324	-1.660507466448827
DANCR	NA	NA	-3.0145015	NA	-1.582465	-3.2787487	-1.2671173	NA	-1.7714906	NA	NA	-2.6667119	-7.67	-2.4133648	NA	-2.140295	-1.964887617	-0.909104674	-2.236818	-8.43797983555594	-3.0271911481966103
RCC1L	NA	NA	-2.9295558	-2.9778533	-1.945174	4.2496028	-1.9499026	NA	4.2051701	NA	NA	-1.937339	-4.04	-1.6867497	-0.4603485	-2.117501	-1.042477851	5.504153252	NA	-2.08686366904855	-0.6582028048606107
OIP5-AS1	NA	NA	-2.9124118	NA	-1.274603	5.3201339	0.5510469	NA	-5.648172	NA	NA	0.4959388	4.10	0.5842819	NA	-3.662347	0.150924775	-0.042224585	1.3223682	1.72366079263848	0.05450745251065235
ABHD17A	NA	NA	-2.8981099	-2.7482505	NA	-2.4667152	4.044828	NA	-0.9393404	NA	NA	-1.2737517	1.81	-1.1455631	-2.7803389	NA	NA	NA	0.036952	-4.82436764098479	-1.1986052128167992
LINC00894	NA	NA	-2.8837961	-3.4490531	-1.19457	2.6264479	NA	NA	-3.6818194	NA	NA	NA	NA	NA	0.029238	-1.705059	-3.291324832	-4.781240954	-2.3471255	0.855265075984821	-1.8020943554559254
AATBC	NA	NA	-2.8570308	NA	NA	-0.6306355	2.7882047	NA	-3.8346588	NA	NA	-0.3240203	1.46	-0.4927526	NA	NA	-2.337401317	-3.935209527	-1.8850266	1.45254599952519	-0.9632713404068007
CRYBB2P1	NA	NA	-2.849477	-1.4520007	-1.399415	1.6513018	NA	-3.694362	4.4303894	NA	NA	NA	NA	NA	-2.3564416	-0.97086	-2.029092085	-4.604926244	-3.0786542	NA	-1.4866852389999998
LOC646214	NA	NA	2.8442051	NA	1.531356	5.5437645	3.3783363	NA	-8.0375328	NA	NA	2.0840493	-1.20e-01	1.9530819	NA	2.681678	0.393186428	-5.300700067	-0.8391245	1.30072669589483	0.5702328351457563
LINC01126	NA	NA	2.8419114	NA	0.698877	3.0365039	1.584219	NA	2.772747	NA	NA	0.1208856	8.04e-01	0.3326749	NA	1.962569	0.383653188	2.29197493	0.1401134	0.296624570722913	1.3282118375940704
ZNF37BP	NA	NA	-2.8347225	-2.3991318	-2.030448	-3.2085988	2.7589856	NA	-7.6631415	NA	NA	1.1616867	-8.18	0.9050712	-4.3743383	-2.941038	-2.620374172	-3.757490369	-1.2458905	-2.23714469338498	-2.577771675625665
POLR2J4	NA	NA	-2.8151221	-2.0670065	1.458118	-3.863245	-5.1841588	NA	5.6420175	1.53	NA	-1.8251259	2.61	-2.0136243	-3.3895431	2.49707	-2.662969938	-3.618718825	-1.0985752	NA	-0.9867256108666667
GGTA1P	NA	NA	-2.7681894	NA	0.507535	-1.2987926	-3.6863419	NA	-2.0341381	NA	NA	-1.3576262	1.32	-1.4607148	NA	-0.739719	-2.905237871	-1.774119058	0.2922929	NA	-1.3254209190833335
STRC	NA	NA	-2.7671861	NA	NA	-3.4793082	3.1247664	NA	NA	-3.80e-01	-0.021947	-2.0866882	-7.49	-2.0646955	NA	NA	1.025370448	0.866767591	2.4676357	2.60450103484087	-0.6833986521799275
GGTLC1	NA	NA	2.7580789	-2.1266959	NA	0.6934371	-3.6784719	NA	2.6645107	NA	NA	-1.9203291	-1.11	-2.0612487	2.2740122	NA	2.654860451	0.748174107	0.6081322	1.63173241016429	0.24124557447417613
SMIM4	NA	NA	-2.7330208	NA	-1.330512	-5.2439974	3.6611808	NA	7.7274179	NA	NA	1.9596571	-2.91	2.0908786	NA	2.148124	-2.077712621	-0.064829404	-0.2514884	-1.51842977221658	0.11209753867564783
MTFR1L	NA	NA	-2.7247074	NA	-0.82661	-2.7385483	0.1145293	NA	-0.7456622	NA	-2.490088	1.7886496	-1.50e-01	1.7078788	NA	-2.937853	-1.460455865	-2.154035693	-1.1473502	0.274890828571036	-0.9635258663877833
BORCS5	NA	NA	2.7212509	NA	-0.932632	-2.1959231	3.1547472	NA	-7.4383924	NA	NA	0.7857122	NA	0.7999272	NA	-2.666001	-0.09927997	1.699290117	0.1833953	-1.41430404137059	-0.4501841328642157
LOC103611081	NA	NA	2.7067985	NA	-2.054112	-0.7107255	2.1210198	NA	4.3488137	NA	NA	1.02992	2.58	-1.3384553	NA	-1.845422	-2.551611776	-2.276117945	-1.4232079	NA	0.04890829824999995
MILR1	NA	NA	2.6948008	2.2135527	NA	0.7396347	2.2549355	NA	4.3307545	3.62	7.802324	2.4411904	6.49	2.8262813	0.1453731	NA	2.223272359	3.836840165	0.7180107	0.697374022789114	2.868956283119274
BPIFB2	NA	NA	2.6895397	NA	0.320123	6.0059099	1.0466358	NA	0.6202059	NA	NA	-1.5275173	1.17	-1.5159099	NA	-2.70899	-0.046769983	0.552024778	-0.3282917	0.573855152957007	0.5269857959966929
LINC01300	NA	NA	2.6848002	NA	NA	3.7191088	0.7944902	NA	-1.8622715	NA	NA	-2.3095415	-6.60	-1.9898008	NA	NA	-0.934566172	-1.443647728	-0.3960606	-6.05450840019543	-1.3083634091086755
