Gene	GSE1919	GSE55235	GSE55457	Average
ZFP2	NA	0.5327783	0.3327797	0.432779
BCL2L10	NA	-0.5323022	-1.695676	-1.1139891
RPRD1A	NA	0.5322519	0.8288101	0.680531
TIPIN	NA	-0.5313885	-0.4898963	-0.5106424
TSNAXIP1	NA	-0.5313276	-0.0662316	-0.29877960000000003
FEZF2	NA	-0.5312397	2.5305961	0.9996782
RNF141	NA	-0.5293733	-1.1749301	-0.8521517000000001
OR10J1	NA	0.5292712	-0.1822189	0.17352615000000005
CARD14	NA	0.5280804	-1.735365	-0.6036423
RAB33B	NA	0.5277358	0.5950223	0.56137905
ZNF839	NA	0.5273923	-0.8272624	-0.14993504999999996
DDX4	NA	0.5273654	-0.2273653	0.15000005
CASD1	NA	0.5269502	2.3895959	1.45827305
ATG101	NA	-0.5267352	-1.7229831	-1.12485915
SEC14L4	NA	-0.5266845	-1.3566966	-0.94169055
TAAR5	NA	0.5259124	-0.4973127	0.014299849999999975
LRRC19	NA	0.5257088	0.11921	0.3224594
HHIPL2	NA	-0.5250968	0.380066	-0.07251540000000001
THNSL2	NA	0.5250278	-2.1370006	-0.8059863999999999
MSRA	NA	-0.5242979	3.6989169	1.5873095
SOWAHC	NA	-0.5231255	-0.3545276	-0.43882655000000004
SFT2D3///WDR33	NA	-0.5227669	0.6663149	0.071774
GOLGA6A	NA	-0.5223593	0.3067453	-0.10780699999999999
HHLA2	NA	-0.5223484	1.658853	0.5682522999999999
LRFN3	NA	-0.5220587	-0.4986217	-0.5103402
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNURF///SNRPN///IPW	NA	-0.5217445	0.9477954	0.21302544999999995
MIR15A///DLEU2L///DLEU2	NA	-0.520968	-0.3424984	-0.4317332
OR12D3///OR5V1	NA	-0.5203813	0.784123	0.13187084999999998
GRM6	NA	-0.5196417	-1.0188132	-0.76922745
CEP83	NA	0.5191813	-0.0692089	0.22498619999999997
LINC00675	NA	-0.518992	-0.8548433	-0.68691765
PAQR6	NA	-0.5188681	-1.2459354	-0.8824017500000001
EMSY	NA	0.5181767	0.1409988	0.32958775
KLHDC8A	NA	-0.5179535	-0.9324612	-0.72520735
GUCY1B2	NA	0.5177714	-1.2965644	-0.38939650000000003
NPEPL1	NA	-0.5175641	-1.9254487	-1.2215064
PPP1R9A	NA	-0.5173764	-1.2103286	-0.8638524999999999
LOC100996843	NA	-0.5169973	-2.0359845	-1.2764909
FAM124B	NA	0.5166973	0.3992027	0.45795
ADPRM	NA	-0.5166681	-0.3863857	-0.45152689999999995
PDCL3P4///PDCL3	NA	-0.5160514	1.0437646	0.2638566
GARNL3	NA	-0.5157234	-0.4716251	-0.49367425000000004
PDZRN4	NA	0.5150932	0.8324854	0.6737893
CASC1	NA	0.5148817	-0.3721587	0.0713615
ZC2HC1C	NA	0.5148035	-0.9735917	-0.2293941
CENPJ	NA	0.5141061	-1.4759928	-0.48094335
ADGRD2	NA	0.5133554	-2.9282112	-1.2074278999999999
EMC7	NA	0.5129376	2.4381197	1.47552865
IER3IP1	NA	0.5128761	0.4387671	0.47582159999999996
ULK4	NA	0.5124355	-1.0007679	-0.2441662
GRIA4	NA	-0.5119391	0.3051383	-0.1034004
TRPC5	NA	0.5110347	1.9775923	1.2443135
PRH1-PRR4///PRR4	NA	0.5098043	-2.6717447	-1.0809702
IP6K2	NA	0.5098003	-0.239355	0.13522265
PSTPIP2	NA	-0.5094468	0.6332576	0.0619054
PRKAR1AP1	NA	0.5090868	-0.6486361	-0.06977465000000005
LINC00339	NA	0.5079458	0.6733092	0.5906275000000001
UBE2NL	NA	-0.5076638	1.3231917	0.40776395
CLDN1	NA	0.5076585	0.8627811	0.6852198
HS1BP3	NA	0.5076219	1.75578	1.13170095
FAM188A	NA	0.5074581	-1.0625332	-0.27753755
VPS53	NA	0.5071093	-3.8907709	-1.6918308
DIABLO	NA	-0.5067146	1.5873395	0.5403124499999999
RPL23AP32	NA	-0.5060957	-1.876871	-1.19148335
LRRC31	NA	0.5057776	0.0392934	0.27253550000000004
APOO	NA	0.504769	1.1097801	0.80727455
ISOC1	NA	0.5045687	1.2702721	0.8874203999999999
CTNNA3	NA	0.5040693	0.4762695	0.49016940000000003
DGKI	NA	0.5034495	2.1065788	1.3050141499999999
GSG1	NA	-0.5033162	-0.6127371	-0.55802665
NANS	NA	0.5032053	0.1097973	0.3065013
UBA52	NA	-0.503178	-0.5796992	-0.5414386
BAIAP2L2	NA	0.5026525	1.0993359	0.8009942
OR2A9P///OR2A20P	NA	0.5020994	-0.0216013	0.24024905
PQLC2	NA	-0.5019122	-1.5502782	-1.0260951999999999
ADAMTS8	NA	-0.500498	-2.2667866	-1.3836423
OR2J3	NA	-0.5002673	-2.1743556	-1.33731145
UNKL	NA	0.4984432	-2.3789063	-0.94023155
PRMT8	NA	-0.4976665	-0.4217613	-0.4597139
DZANK1	NA	0.4970421	1.3485415	0.9227918
SLC41A3	NA	0.4970342	-0.1962694	0.15038239999999997
DSCC1	NA	0.4963381	2.0042355	1.2502868
LHX6	NA	-0.4961077	1.1482646	0.32607845
C3orf14	NA	0.4954448	2.9965489	1.74599685
EMILIN2	NA	-0.4953696	-1.0598371	-0.77760335
PRDM4	NA	-0.4951671	-1.9573791	-1.2262731
FRMD1	NA	-0.4949174	-1.8110516	-1.1529845
CYTL1	NA	0.4943851	-0.0400334	0.22717585
HKDC1	NA	-0.4942285	-3.4302509	-1.9622397
ARMCX3	NA	0.493967	-1.0468794	-0.27645619999999993
PPP6R3	NA	0.4937352	-2.2723382	-0.8893015000000001
ADM2	NA	-0.4937286	-4.5998797	-2.54680415
ATAD3B///ATAD3A	NA	-0.4935517	-2.1007475	-1.2971496
ZNF215	NA	-0.4935188	2.0861551	0.7963181500000001
MIR3916	NA	0.4933535	0.0595966	0.27647505
HAPLN2	NA	-0.4930192	-0.6548081	-0.5739136499999999
RFX7	NA	0.4927621	-0.049992	0.22138505
C21orf62	NA	0.4925511	0.6638043	0.5781777
DDX25	NA	0.4920868	-0.6153625	-0.06163785000000002
CENPA	NA	0.4913976	-0.7174432	-0.11302279999999998
PNMA3	NA	0.4910777	-1.0553277	-0.28212500000000007
LIMD1	NA	-0.4903889	-0.9861746	-0.7382817500000001
TAS2R1	NA	-0.4901803	-1.2310745	-0.8606274
KLF3	NA	0.4892263	-0.620795	-0.06578434999999999
KLHL28	NA	0.4871993	-2.0789329	-0.7958668
MOSPD1	NA	-0.4871104	2.2080361	0.8604628500000001
SHQ1	NA	0.486054	-1.6236909	-0.56881845
KIR2DL1	NA	0.4857218	-0.4940991	-0.004188650000000016
RNFT1	NA	0.4851071	0.2453939	0.36525050000000003
MAGEC3	NA	0.4842224	-0.0359414	0.2241405
FXYD7	NA	-0.4840505	-1.6198031	-1.0519268
ACTR6	NA	-0.4837018	1.2581362	0.38721720000000004
CALY	NA	-0.4825418	-0.7256686	-0.6041052
MAP1LC3C	NA	0.4822439	1.4750241	0.978634
LOC202181	NA	-0.4818387	-0.0366644	-0.25925155
GIT1	NA	-0.4809315	-1.4298044	-0.9553679500000001
DCHS2	NA	0.4794425	-0.3328521	0.0732952
KIAA0408	NA	0.4793212	-1.2747149	-0.39769685
BCAS4	NA	0.4791275	-1.0531097	-0.28699110000000005
GPR52	NA	0.4787421	-2.0856421	-0.8034499999999999
FLJ21369	NA	0.4783644	-1.1995088	-0.3605722
STUB1	NA	0.4778884	2.6722565	1.57507245
CNTNAP1	NA	-0.4778357	-0.7738055	-0.6258206
TEX12	NA	0.4774371	-0.3759478	0.05074465
TMEM57	NA	-0.476487	-0.0870251	-0.28175605
HEATR1	NA	-0.476275	-1.052667	-0.764471
TMBIM4	NA	0.4759725	2.0272035	1.2515880000000001
ANP32D	NA	0.4754855	-1.0940289	-0.30927170000000004
TNFSF18	NA	-0.4753001	-0.066356	-0.27082805
CSGALNACT2	NA	-0.4750937	0.873979	0.19944264999999997
APOA2	NA	-0.4746127	-1.6846429	-1.0796278
BTN2A3P	NA	0.4736051	-0.3572935	0.05815580000000001
PLEKHA4	NA	0.472114	-1.5638248	-0.5458554
MYH7B	NA	-0.4719221	-0.5268509	-0.4993865
MON1B	NA	0.4711217	0.804205	0.63766335
GAREM1	NA	-0.470896	-0.3189036	-0.3948998
ORAI3	NA	-0.4705597	0.7118032	0.12062174999999997
LRRC20	NA	0.4695954	0.6543525	0.56197395
ARSJ	NA	0.4685691	0.8024643	0.6355167
KDM4D	NA	0.4679485	2.2388017	1.3533750999999998
MSTO2P///MSTO1	NA	-0.4676774	-2.3510722	-1.4093748
NSD1	NA	0.4665298	1.7913523	1.12894105
BEST2	NA	-0.4654434	-1.0525526	-0.7589980000000001
ANKRD49	NA	-0.4653738	3.350744	1.4426851
TP53TG3B///TP53TG3D///TP53TG3C///TP53TG3	NA	0.4651111	-1.2809467	-0.40791780000000005
CTDSP1	NA	-0.4646918	1.5491422	0.5422252
CCNL2	NA	0.4644641	-2.2705072	-0.90302155
TRAV12-2	NA	-0.4644396	1.8461035	0.69083195
ATP1B4	NA	0.4639413	-0.1016019	0.1811697
ZNF362	NA	0.4633635	-3.2019122	-1.3692743500000002
CXorf40B	NA	-0.461527	1.182693	0.360583
NOL11	NA	-0.4613616	0.5716538	0.0551461
CELSR3-AS1	NA	0.4611653	-0.3222018	0.06948175000000001
SPANXA2///SPANXC///SPANXA1	NA	0.4608028	1.9941118	1.2274573
CCDC82	NA	0.4600671	-0.1930474	0.13350984999999999
CELA3B	NA	-0.4596094	-1.4341631	-0.9468862499999999
FAM186A	NA	0.4589712	1.2935111	0.87624115
LGALS14	NA	-0.4589223	0.1560421	-0.15144010000000002
TTTY14	NA	0.4587226	-2.0024476	-0.7718625
SDCCAG3	NA	0.4583509	-3.6797234	-1.6106862499999999
FRMD4A	NA	-0.4581364	-3.7940487	-2.12609255
BACE2	NA	0.4569849	-1.0546589	-0.29883699999999996
TMEM120B	NA	-0.4569583	-0.8611529	-0.6590556
PHLDA3	NA	0.4568462	0.1654774	0.3111618
FAM66D	NA	0.4564162	-0.2687822	0.09381699999999998
ZNF702P	NA	0.4553044	1.2391759	0.84724015
METTL10	NA	0.4552718	-2.3228355	-0.93378185
DUSP26	NA	0.4551675	-0.7416923	-0.14326239999999998
HJURP	NA	0.4547683	1.3537083	0.9042383
USE1	NA	0.4519005	1.0362137	0.7440571
TMEM106B	NA	0.4494765	1.2431778	0.84632715
ODAM	NA	-0.449418	0.4406538	-0.0043821
WWC3	NA	0.4483843	1.2527332	0.85055875
ATXN3L	NA	-0.4477242	-0.0059126	-0.2268184
ZNF426	NA	0.4476257	2.3571861	1.4024059
IL4I1///NUP62	NA	0.447292	-1.1687086	-0.3607083
RAPGEF6	NA	0.4470039	0.6496204	0.54831215
TAC3	NA	0.4445057	-2.5861434	-1.07081885
CCZ1	NA	-0.4443873	-2.5347129	-1.4895501
DEF8	NA	-0.4437404	-0.2365919	-0.34016615
POF1B	NA	0.4425191	-0.5869629	-0.07222189999999998
TCEB3B	NA	-0.4422993	-0.818315	-0.63030715
PQLC1	NA	0.4422874	-0.3168219	0.06273275
ATP5G2P1	NA	0.4419212	3.7812949	2.11160805
KCNIP1	NA	-0.441089	0.7063513	0.13263115
EMC6	NA	-0.4410105	1.2921394	0.42556445
OR7E47P	NA	-0.4405904	-0.4437898	-0.44219010000000003
SCAMP4	NA	-0.4404219	-0.683431	-0.56192645
DPY19L1P1	NA	-0.44034	-1.371533	-0.9059364999999999
CHRNA10	NA	0.4396004	-0.790412	-0.1754058
LAMC3	NA	0.4395127	0.0604022	0.24995745
CRBN	NA	-0.4388521	1.179872	0.37050995
LINC01260	NA	-0.4386134	0.0219634	-0.20832499999999998
KCNMB3	NA	0.4382616	3.4716024	1.9549320000000001
B3GAT1	NA	0.4374089	0.0695354	0.25347215
STAG3L3	NA	-0.4373299	-3.8704665	-2.1538982
TCP10L	NA	0.4370756	-1.864601	-0.7137627
GPRC5D	NA	-0.4370441	-0.5661813	-0.5016127
HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD	NA	0.4367826	-0.7716102	-0.1674138
RAD21L1	NA	0.4355887	-0.8248174	-0.19461435000000002
KMT5A	NA	-0.4347804	-3.7457605	-2.09027045
MRPL44	NA	-0.4346158	1.4301281	0.49775614999999995
C11orf49	NA	-0.4339491	1.8826626	0.72435675
C12orf49	NA	0.4323133	0.2274349	0.3298741
BET1L	NA	0.4321891	-3.3396841	-1.4537475
OR10C1	NA	-0.4313879	-2.8355571	-1.6334724999999999
LUZP4	NA	0.430606	0.113359	0.2719825
TPSD1	NA	-0.4305687	-2.841156	-1.63586235
PRDM8	NA	0.4299899	-2.9751167	-1.2725634000000001
XCR1	NA	0.4295683	-0.6003683	-0.08539999999999998
NFS1	NA	-0.429385	2.4947321	1.03267355
IQCA1	NA	0.4281746	-1.2765745	-0.42419995
NAT8B	NA	-0.4275955	-0.0837704	-0.25568295
SLC3A1	NA	0.4262217	1.8171811	1.1217014
GNG3	NA	0.4261174	-1.0519106	-0.3128966
BORCS6	NA	0.4252985	2.6039173	1.5146079000000001
HMGB3P1	NA	-0.4252196	-1.3029153	-0.86406745
SUV39H1	NA	0.4251312	0.0902371	0.25768415
UPF3B	NA	-0.4249948	0.0841896	-0.17040260000000002
MFSD12	NA	0.424761	-0.6281656	-0.1017023
NSUN6	NA	-0.42437	-1.2320968	-0.8282334
RPRM	NA	-0.4242856	-1.2359539	-0.8301197499999999
CTAGE8///CTAGE4///CTAGE9	NA	-0.4239224	1.7732124	0.674645
ZNF493	NA	0.4224853	1.0659678	0.7442265499999999
LOC100653057///CES1	NA	-0.4223912	-0.2503207	-0.33635595
PLEKHH3	NA	-0.4221248	-3.9886301	-2.20537745
GK6P	NA	0.4218943	0.0667046	0.24429945
PCDHGA11///PCDHGC3	NA	0.4218767	-2.4288309	-1.0034771
HGSNAT	NA	0.4214829	0.5356453	0.4785641
PNKP	NA	0.4199921	1.9179856	1.1689888499999999
MIR6516///SCARNA16///SNHG20	NA	0.4199173	0.0244129	0.2221651
SLCO5A1	NA	0.4193006	1.6358896	1.0275951
CEP295	NA	-0.4169959	-1.6210913	-1.0190436
SYS1-DBNDD2///SYS1///DBNDD2	NA	-0.4164388	3.4271905	1.50537585
SIGLEC8	NA	-0.4163678	-2.0003856	-1.2083767
UCHL5	NA	0.4155548	2.038737	1.2271459
DNAJC1	NA	0.4148803	-0.0544113	0.1802345
MRPL42	NA	-0.4131107	0.7594439	0.17316659999999998
TXNL4B	NA	-0.4128536	-1.260818	-0.8368358
MMP27	NA	0.412745	0.2981203	0.35543265
CA14	NA	-0.4124548	0.5991361	0.09334064999999997
CDK5RAP1	NA	-0.4101191	-1.4285595	-0.9193393
NLRP2	NA	-0.4100075	1.9631632	0.77657785
ADAMTS20	NA	0.4065103	-1.1155683	-0.35452900000000004
CNGB3	NA	-0.4062894	-0.2633933	-0.33484135000000004
ESRP1	NA	-0.405827	1.2440549	0.41911395000000007
SLC27A5	NA	0.4055794	-1.3249822	-0.45970140000000004
PYY2	NA	-0.4043375	-2.8275262	-1.61593185
BMP15	NA	0.4041121	0.2378956	0.32100385
AMIGO3///GMPPB	NA	0.4028558	2.2429511	1.32290345
FAM162A	NA	0.4025162	3.2562384	1.8293773
TSGA10	NA	-0.4016693	-0.7787352	-0.5902022499999999
HIST1H4E	NA	0.401267	0.0011141	0.20119055
MYH1	NA	0.4012595	0.850115	0.6256872499999999
PCDHB13	NA	-0.4003123	0.7241087	0.16189820000000002
CTNNA1P1	NA	0.4001318	0.446959	0.42354539999999996
ZNF692	NA	0.3998014	-2.5422646	-1.0712316000000002
TMEM59L	NA	0.3989839	-3.5041476	-1.55258185
NPHS2	NA	-0.3989278	-1.0773562	-0.7381420000000001
OCLM	NA	0.3982568	-0.9374308	-0.269587
FAM35A	NA	0.3973838	1.7158026	1.0565932
OGFOD1	NA	0.395794	3.0648151	1.73030455
GPR173	NA	0.393046	-1.9829563	-0.7949551499999999
ARL15	NA	-0.3894172	1.6325829	0.62158285
MOGAT2	NA	0.3889623	-1.8195053	-0.7152715000000001
DDX43	NA	0.388659	-2.2535604	-0.9324507
NOC3L	NA	0.3886333	-1.7152224	-0.66329455
BRD7	NA	0.3881389	4.3913477	2.3897433
ZNF665	NA	0.3881311	-1.0707391	-0.34130399999999994
LOC101928278	NA	-0.3873904	-1.7560214	-1.0717059
PNPLA3	NA	-0.3867634	-0.6290902	-0.5079268
PROSER1	NA	0.3865762	0.5081698	0.447373
GPRC5C	NA	-0.386573	1.007302	0.31036449999999993
TCTN2	NA	0.3862678	-2.0397878	-0.82676
C11orf68	NA	-0.3851197	2.3638132	0.98934675
CTNNBL1	NA	0.3835334	0.5924856	0.4880095
CLEC1B	NA	-0.3831563	0.2489864	-0.06708495
C10orf95	NA	0.3825207	3.5732208	1.9778707500000001
C10orf76	NA	0.3823552	3.982702	2.1825286
FBRS	NA	-0.3823467	-3.4188575	-1.9006021
FOXN3-AS2	NA	0.3807368	0.1533233	0.26703005
FAM120C	NA	-0.3801555	-1.1665278	-0.7733416499999999
RRN3P1///RRN3P2///RRN3	NA	-0.3797629	-3.7973171	-2.08854
FZD3	NA	-0.379403	-0.1649679	-0.27218545
GPBP1L1	NA	0.3787352	0.9404483	0.65959175
SLX1A///SLX1B	NA	0.3783917	2.7131349	1.5457633
RAB3IL1	NA	0.3782346	-0.6686372	-0.14520130000000003
POU3F3	NA	0.3780582	-0.0614716	0.1582933
RPAP2	NA	0.3778517	-0.5472533	-0.08470080000000002
ZBTB7C	NA	-0.3763121	-7.8488177	-4.1125649
HEXA-AS1	NA	0.3763003	0.6997971	0.5380486999999999
CCR10	NA	-0.3762305	0.9840373	0.3039034
TEX264	NA	-0.3760225	0.1824745	-0.09677399999999999
LOC100129924///C1orf50	NA	0.3755943	1.2880429	0.8318186
MCOLN1	NA	0.3744339	-0.780877	-0.20322155000000003
LINC00623///LINC00869	NA	0.3741163	1.6720762	1.02309625
MYH13	NA	-0.3729962	3.4169962	1.5219999999999998
POMP	NA	0.3723905	-0.8061669	-0.2168882
CRYBB2P1///CRYBB2	NA	-0.3714145	-0.3542074	-0.36281094999999997
PHF7	NA	0.3689766	-2.7336174	-1.1823204
TAS2R7	NA	-0.3689595	0.1858012	-0.09157915
PCDHGB6	NA	0.368909	1.1010191	0.73496405
ELP3	NA	0.3686753	1.012626	0.69065065
SLC13A1	NA	0.3680482	-0.6076307	-0.11979124999999999
PECR	NA	-0.367928	1.5345122	0.5832921
VNN3	NA	-0.3678017	-2.8388292	-1.6033154500000002
SNF8	NA	-0.3677622	1.2221691	0.42720344999999993
MLST8	NA	0.366408	0.5306673	0.44853765
CPA4	NA	0.366384	-1.1661437	-0.3998798499999999
C19orf73	NA	0.3643437	0.0980093	0.2311765
C6orf25	NA	0.3640375	-1.9048393	-0.7704008999999999
DNAAF1	NA	-0.3640355	-1.3071105	-0.835573
PRG3	NA	-0.3636959	-1.3986201	-0.881158
TESPA1	NA	0.3636822	0.0467883	0.20523525
G6PC2	NA	0.36319	-1.590448	-0.613629
C11orf71	NA	-0.3627022	2.9672831	1.30229045
ZCWPW1	NA	0.3624743	-0.9444255	-0.2909756
PRX	NA	0.3614031	-1.9991337	-0.8188653
DHTKD1	NA	-0.3608778	2.2499557	0.9445389500000001
PADI1	NA	-0.3591377	-2.6863588	-1.5227482499999998
SLCO1B3	NA	0.3577087	-1.4082066	-0.5252489499999999
DHX35	NA	0.3565222	-0.9338738	-0.2886758
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1	NA	-0.3564584	-2.6337283	-1.49509335
METTL9	NA	0.3555906	0.6149202	0.4852554
CHCHD2	NA	0.3549821	-0.1421772	0.10640245000000001
FBXO40	NA	-0.3545136	1.2090618	0.4272741
LATS1	NA	0.354447	-1.8635897	-0.75457135
LMBR1L	NA	-0.3538182	-1.99475	-1.1742841
PRR36	NA	-0.3534267	-3.0500347	-1.7017307
GDNF	NA	0.3529533	-2.5849084	-1.1159775500000002
CAMKMT	NA	0.3527484	-1.6447469	-0.6459992499999999
HUNK	NA	0.3521637	0.8120684	0.58211605
UNGP2	NA	0.3504494	-2.3962709	-1.02291075
ZNF446	NA	-0.3504275	-0.9287802	-0.63960385
SECISBP2	NA	-0.350241	-2.0843946	-1.2173178
FKBPL	NA	0.3486701	1.5875119	0.968091
FBXO3	NA	0.3483837	1.1544434	0.75141355
CABYR	NA	-0.3478116	0.5504856	0.10133700000000001
TTC23	NA	-0.3478053	-1.0036392	-0.67572225
PRDM13	NA	0.3470471	-1.0801033	-0.3665281
CRYBA2	NA	0.3464876	-4.0054526	-1.8294825
B3GNT4	NA	-0.3460834	-1.5275528	-0.9368181
FOLH1	NA	-0.3458948	-1.6125254	-0.9792101
CNTNAP3P2	NA	-0.3453723	0.3835813	0.019104499999999996
NSMCE4A	NA	-0.3452332	3.2618254	1.4582961
FOXD4L1///FOXD4	NA	-0.3452158	-1.0332226	-0.6892192
GPN2	NA	-0.3448944	0.8795325	0.26731905
ZCCHC4	NA	0.3444653	1.457372	0.9009186499999999
THRAP3	NA	0.3441153	-3.5076591	-1.5817719000000001
TCTN1	NA	0.3439834	-0.1565834	0.09369999999999999
MAP9	NA	0.342867	0.8972573	0.62006215
BCL2L14	NA	-0.3428521	-1.3013895	-0.8221208
PSORS1C1	NA	-0.3427034	-0.8132711	-0.5779872500000001
HNRNPUL2	NA	-0.3424797	-4.9815637	-2.6620217
LOC79999	NA	0.3417585	-2.8510043	-1.2546229
PDPR	NA	0.3417489	-1.6184433	-0.6383472
HSD17B14	NA	-0.3416252	-1.3006738	-0.8211495
ZDHHC11B///ZDHHC11	NA	-0.3416164	-3.652359	-1.9969877
C17orf80	NA	-0.3412074	3.269393	1.4640928
ARL8B	NA	-0.3411335	-0.4152186	-0.37817605
NSUN7	NA	0.3407378	1.1801739	0.76045585
ANKRD36BP2	NA	0.3396131	2.5565912	1.44810215
SPRR2B	NA	-0.3393853	-0.7343089	-0.5368471
TUBB6	NA	-0.339292	-0.7969147	-0.56810335
LOC729815	NA	-0.3386388	-0.0418915	-0.19026515
ASAP1-IT1	NA	-0.3377201	-4.1108422	-2.22428115
FGF21	NA	-0.3374409	-2.4802384	-1.40883965
YTHDF1	NA	-0.3373925	1.0695325	0.36607
PI4KA	NA	-0.3369596	0.062627	-0.13716630000000002
TBC1D10B	NA	0.3364725	-0.9265225	-0.295025
TIMM10	NA	0.3359687	0.3512958	0.34363225
ABT1	NA	0.3358594	0.7699077	0.55288355
IL22RA1	NA	-0.3355942	-0.9338944	-0.6347443
DPH5	NA	0.3347669	2.0214535	1.1781101999999999
CTPS2	NA	0.3347176	-0.5498085	-0.10754545000000001
OR11A1	NA	0.3346031	-0.064716	0.13494355
KRTAP9-9	NA	0.3340644	1.9672058	1.1506351
IFNA13///IFNA1	NA	0.333843	-0.4859302	-0.07604359999999999
GAGE12D///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE12G///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C	NA	-0.3335955	-2.5824864	-1.45804095
RIC8B	NA	0.3330962	-0.9194351	-0.29316944999999994
KNL1	NA	-0.3322421	-2.498026	-1.4151340499999998
OR1D2	NA	-0.3314598	-0.0965762	-0.214018
RBFOX1	NA	-0.3313277	-0.9321134	-0.63172055
ITGB1BP2	NA	0.3305292	0.1322492	0.23138920000000002
GIMAP5	NA	-0.3304971	-2.4846504	-1.40757375
BRD9	NA	0.3298604	-0.5621103	-0.11612494999999998
VEZT	NA	-0.328989	-1.938874	-1.1339315
LINC00472	NA	0.3273393	0.0262194	0.17677935
SLC25A21	NA	-0.325125	0.0548923	-0.13511635
CYP39A1	NA	-0.3250715	0.6946552	0.18479185
NMRK2	NA	0.3244716	1.4885168	0.9064942
HOXB9	NA	-0.3244081	0.7193508	0.19747135
THAP10	NA	0.3242898	1.5432787	0.93378425
WDR3	NA	-0.3238131	-2.6750933	-1.4994532
ZNF287	NA	-0.3234408	3.0386758	1.3576175
PCDHB1	NA	0.3224892	0.4570459	0.38976754999999996
MIS18BP1	NA	-0.3219614	-2.1548453	-1.23840335
ID2B	NA	-0.3213747	1.2727332	0.47567925
PITPNC1	NA	-0.3204154	-1.8099357	-1.06517555
TUBG2	NA	-0.3202696	-0.7434637	-0.53186665
TOMM22	NA	-0.3198314	-1.4965607	-0.90819605
SCYL2	NA	0.3195883	-2.9947577	-1.3375847
OTOR	NA	-0.3193976	1.0766758	0.3786391
POU5F1B	NA	-0.3192692	-1.5792449	-0.9492570499999999
MKS1	NA	0.3189557	-2.6288948	-1.15496955
GP6	NA	-0.3187932	-1.0490858	-0.6839395
RSG1	NA	0.3184493	1.0887154	0.70358235
LOC101929047///HERC2P10///HERC2	NA	0.3182153	-0.5120444	-0.09691454999999999
KRT3	NA	-0.3167495	-1.0413438	-0.67904665
TMEM33	NA	0.3160041	1.3077252	0.81186465
SPO11	NA	0.3152576	-0.1509748	0.08214140000000002
RAPGEFL1	NA	0.3139927	0.7600007	0.5369967
ABCA11P	NA	-0.3138149	0.966841	0.32651304999999997
ANKRD36	NA	-0.3131574	-1.1153252	-0.7142413
SKA1	NA	0.3112838	-0.7297069	-0.20921155000000002
GKN1	NA	-0.3106667	-0.7644995	-0.5375831
ROBO4	NA	-0.310439	-3.8536311	-2.08203505
PRPF38B	NA	-0.310186	-0.8612596	-0.5857228
DRICH1	NA	0.3097997	0.4700706	0.38993515
EDAR	NA	0.3094551	-0.401948	-0.04624645000000002
SLC17A6	NA	-0.3089737	-0.75408	-0.53152685
RTFDC1	NA	0.3088726	3.5794664	1.9441694999999999
NAA50	NA	-0.3086326	-0.0781005	-0.19336655
LOC101930373///HYDIN2///HYDIN	NA	0.3083421	-1.0624901	-0.377074
ZNF484	NA	0.3072174	1.0491011	0.67815925
AFTPH	NA	0.3070174	2.5968456	1.4519315
PRINS	NA	-0.3067471	-1.4820688	-0.89440795
TMPRSS3	NA	0.3053893	0.9424498	0.62391955
ADAM3B	NA	0.3050942	1.1468907	0.7259924499999999
YBX2	NA	-0.3044184	-0.3488986	-0.32665849999999996
NT5M	NA	-0.304071	-0.2106613	-0.25736614999999996
MS4A12	NA	-0.3039183	1.3738068	0.5349442500000001
TTTY9B///TTTY9A	NA	0.3016079	-0.1303999	0.08560399999999999
CDC42SE1	NA	-0.3012108	-1.5022181	-0.90171445
C3orf18	NA	0.3010803	0.6137128	0.45739655
FER1L4	NA	0.3008183	1.266423	0.78362065
CSH1	NA	0.3007713	-1.0743456	-0.38678714999999997
RDH8	NA	-0.3005214	-0.2899975	-0.29525945
HOXC13	NA	-0.3000994	-1.4688897	-0.8844945500000001
CEND1	NA	-0.299451	-3.0346035	-1.6670272499999998
TM6SF2	NA	-0.2989301	-3.822934	-2.06093205
LAMTOR3	NA	-0.2982143	0.5133989	0.1075923
ADAT1	NA	0.2978843	-0.9670876	-0.33460165000000003
LOC100630923///LOC100289561///PRKRIP1	NA	-0.297855	-0.525673	-0.41176399999999996
RCC1L	NA	0.2973635	1.0245499	0.6609567000000001
RAX	NA	-0.2969598	-1.4101179	-0.85353885
LOC102725315///LOC102725072///LOC727983///POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P	NA	0.2968862	0.9607607	0.6288234500000001
KCNMB2	NA	0.2968607	0.2983275	0.2975941
KCNQ4	NA	-0.2966894	-3.7863567	-2.04152305
TBC1D19	NA	0.2950647	4.0357025	2.1653836
ASF1B	NA	0.2941045	1.9183839	1.1062442
